TF,context,n_mito_total,n_oxphos,n_mitoribo,n_apoptosis_pro,n_apoptosis_anti,apop_balance,apoptosis_pro_genes,apoptosis_anti_genes,n_metab_other,k,frac,hyperg_p,bh_fdr
NR4A1,AP_HE,1,0,0,0,0,0,,,1,63,0.015873015873015872,0.9640326817411148,0.9999978226741806
NR4A1,BA_HE,1,0,0,0,0,0,,,1,110,0.00909090909090909,0.9970118813903739,0.9999978226741806
NR4A1,HS_HE,1,0,0,0,0,0,,,1,69,0.014492753623188406,0.9738108215771972,0.9999978226741806
NR4A2,AP_DUCT,1,0,0,0,0,0,,,1,29,0.034482758620689655,0.7832982439079151,0.9999978226741806
NR4A2,AP_HE,1,0,0,0,0,0,,,1,47,0.02127659574468085,0.9162235635647089,0.9999978226741806
NR4A2,BA_DUCT,1,0,0,0,0,0,,,1,124,0.008064516129032258,0.9985776139902138,0.9999978226741806
NR4A3,AP_HE,1,0,0,0,0,0,,,1,44,0.022727272727272728,0.9018388744372803,0.9999978226741806
NR4A3,BA_DUCT,1,0,0,0,0,0,,,1,124,0.008064516129032258,0.9985776139902138,0.9999978226741806
OLIG1,AP_HE,1,0,0,0,0,0,,,1,25,0.04,0.7323737535446735,0.9999978226741806
OLIG1,HS_LE,1,0,0,0,0,0,,,1,24,0.041666666666666664,0.7178745830300572,0.9999978226741806
OLIG2,HS_DUCT,1,0,0,0,0,0,,,1,25,0.04,0.7323737535446735,0.9999978226741806
ONECUT1,HS_DUCT,1,0,0,0,0,0,,,1,19,0.05263157894736842,0.6327249449843543,0.9999978226741806
OSR1,BA_DUCT,1,0,0,0,0,0,,,1,111,0.009009009009009009,0.9971661380614731,0.9999978226741806
OSR1,HS_DUCT,1,0,0,0,0,0,,,1,18,0.05555555555555555,0.6128336449783045,0.9999978226741806
OSR1,HS_TEB,1,0,0,0,0,0,,,1,50,0.02,0.928502113175572,0.9999978226741806
OSR2,AP_HE,1,0,0,0,0,0,,,1,33,0.030303030303030304,0.8245406215361494,0.9999978226741806
OSR2,HS_DUCT,1,0,0,0,0,0,,,1,24,0.041666666666666664,0.7178745830300572,0.9999978226741806
OSR2,HS_HE,1,0,0,0,0,0,,,1,29,0.034482758620689655,0.7832982439079151,0.9999978226741806
OSR2,HS_LE,1,0,0,0,0,0,,,1,22,0.045454545454545456,0.6864797706206107,0.9999978226741806
OVOL1,HS_TEB,1,0,0,1,0,1,Pmaip1,,0,88,0.011363636363636364,0.9904168770401394,0.9999978226741806
PAX8,AP_HE,1,0,0,0,0,0,,,1,44,0.022727272727272728,0.9018388744372803,0.9999978226741806
PAX9,BA_TEB,1,0,0,0,0,0,,,1,75,0.013333333333333334,0.9809326005121496,0.9999978226741806
PAX9,HS_TEB,1,0,0,0,0,0,,,1,90,0.011111111111111112,0.9913797120824829,0.9999978226741806
PBX1,AP_DUCT,1,0,0,0,0,0,,,1,40,0.025,0.8787507001548646,0.9999978226741806
PBX1,HS_DUCT,1,0,0,0,0,0,,,1,38,0.02631578947368421,0.865245975097951,0.9999978226741806
PBX3,AP_DUCT,1,0,0,0,0,0,,,1,43,0.023255813953488372,0.8965152643702958,0.9999978226741806
PBX3,AP_HE,1,0,0,0,0,0,,,1,80,0.0125,0.9853647890043296,0.9999978226741806
PBX3,BA_HE,1,0,0,0,0,0,,,1,131,0.007633587786259542,0.9990188475616293,0.9999978226741806
PBX3,HS_DUCT,1,0,0,0,0,0,,,1,29,0.034482758620689655,0.7832982439079151,0.9999978226741806
PCGF2,HS_DUCT,1,0,0,0,0,0,,,1,12,0.08333333333333333,0.4687376723861082,0.9999978226741806
PGR,BA_HE,1,0,0,0,0,0,,,1,91,0.01098901098901099,0.9918242560782293,0.9999978226741806
PGR,HS_DUCT,1,0,0,0,0,0,,,1,29,0.034482758620689655,0.7832982439079151,0.9999978226741806
PGR,HS_LE,1,0,0,0,0,0,,,1,49,0.02040816326530612,0.9246232645705605,0.9999978226741806
PITX1,HS_TEB,1,0,0,0,0,0,,,1,103,0.009708737864077669,0.9956699062546521,0.9999978226741806
PLSCR1,AP_HE,1,0,0,0,0,0,,,1,13,0.07692307692307693,0.4960236321913708,0.9999978226741806
PLSCR1,BA_DUCT,1,0,0,0,0,0,,,1,54,0.018518518518518517,0.9421232051490198,0.9999978226741806
PLSCR1,HS_HE,1,0,0,0,0,0,,,1,27,0.037037037037037035,0.7591769719337726,0.9999978226741806
PLSCR1,HS_TEB,1,0,0,0,0,0,,,1,46,0.021739130434782608,0.9116793363045486,0.9999978226741806
POU2F2,AP_DUCT,1,0,0,0,0,0,,,1,28,0.03571428571428571,0.7715554332797265,0.9999978226741806
POU3F1,HS_DUCT,1,0,0,0,0,0,,,1,28,0.03571428571428571,0.7715554332797265,0.9999978226741806
POU3F2,HS_DUCT,1,0,0,0,0,0,,,1,27,0.037037037037037035,0.7591769719337726,0.9999978226741806
POU3F3,BA_TEB,1,0,0,0,0,0,,,1,77,0.012987012987012988,0.9828470759998713,0.9999978226741806
POU6F1,BA_DUCT,1,0,0,0,0,0,,,1,114,0.008771929824561403,0.9975827929536478,0.9999978226741806
PPARD,BA_DUCT,1,0,0,0,0,0,,,1,121,0.008264462809917356,0.9983322945225033,0.9999978226741806
PPARG,BA_HE,1,0,0,1,0,1,Aifm2,,0,158,0.006329113924050633,0.9997660706841763,0.9999978226741806
PPARG,HS_DUCT,1,0,0,0,0,0,,,1,25,0.04,0.7323737535446735,0.9999978226741806
PRDM1,AP_HE,1,0,0,0,0,0,,,1,71,0.014084507042253521,0.9764395641556054,0.9999978226741806
PRDM1,HS_HE,1,0,0,0,0,0,,,1,89,0.011235955056179775,0.9909110224315525,0.9999978226741806
PRDM6,BA_DUCT,1,0,0,0,0,0,,,1,128,0.0078125,0.9988495590638253,0.9999978226741806
PRDM8,HS_TEB,1,0,0,0,1,-1,,Bcl2,0,101,0.009900990099009901,0.9951859054112047,0.9999978226741806
PROX1,AP_DUCT,1,0,0,0,0,0,,,1,35,0.02857142857142857,0.8421202890949757,0.9999978226741806
PROX1,HS_DUCT,1,0,0,0,0,0,,,1,26,0.038461538461538464,0.7461284881361778,0.9999978226741806
PRRX1,BA_DUCT,1,0,0,0,0,0,,,1,139,0.007194244604316547,0.9993582865244017,0.9999978226741806
PRRX1,HS_DUCT,1,0,0,0,0,0,,,1,18,0.05555555555555555,0.6128336449783045,0.9999978226741806
PRRX1,HS_TEB,1,0,0,0,0,0,,,1,76,0.013157894736842105,0.9819151284178175,0.9999978226741806
PRRX2,BA_DUCT,1,0,0,0,0,0,,,1,141,0.0070921985815602835,0.9994229280663469,0.9999978226741806
PRRX2,HS_DUCT,1,0,0,0,0,0,,,1,26,0.038461538461538464,0.7461284881361778,0.9999978226741806
PRRX2,HS_HE,1,0,0,0,0,0,,,1,31,0.03225806451612903,0.8050056823713909,0.9999978226741806
PRRX2,HS_LE,1,0,0,0,0,0,,,1,21,0.047619047619047616,0.6694969955709769,0.9999978226741806
PRRX2,HS_TEB,1,0,0,0,0,0,,,1,95,0.010526315789473684,0.9933848910751909,0.9999978226741806
RARA,HS_HE,1,0,0,0,0,0,,,1,81,0.012345679012345678,0.9861191262815193,0.9999978226741806
RARB,BA_HE,1,0,0,0,0,0,,,1,100,0.01,0.9949240021410402,0.9999978226741806
RARG,HS_HE,1,0,0,0,0,0,,,1,58,0.017241379310344827,0.9531514542251285,0.9999978226741806
RBPJL,HS_LE,1,0,0,0,0,0,,,1,23,0.043478260869565216,0.7025907290980198,0.9999978226741806
RELA,BA_HE,1,0,0,0,0,0,,,1,108,0.009259259259259259,0.996677749168912,0.9999978226741806
RFX6,AP_DUCT,1,0,0,0,0,0,,,1,21,0.047619047619047616,0.6694969955709769,0.9999978226741806
RFX8,BA_DUCT,1,0,0,0,0,0,,,1,51,0.0196078431372549,0.9321815496449943,0.9999978226741806
RFX8,HS_LE,1,0,0,0,0,0,,,1,22,0.045454545454545456,0.6864797706206107,0.9999978226741806
RFX8,HS_TEB,1,0,0,0,0,0,,,1,56,0.017857142857142856,0.9479281812330624,0.9999978226741806
RORA,BA_DUCT,1,0,0,0,0,0,,,1,114,0.008771929824561403,0.9975827929536478,0.9999978226741806
RORA,HS_TEB,1,0,0,0,1,-1,,Bcl2,0,96,0.010416666666666666,0.9937261179424853,0.9999978226741806
RORC,AP_HE,1,0,0,0,0,0,,,1,39,0.02564102564102564,0.8721763823069019,0.9999978226741806
RUNX1,BA_HE,1,0,0,0,0,0,,,1,120,0.008333333333333333,0.9982414656928738,0.9999978226741806
RUNX2,BA_HE,1,0,0,0,0,0,,,1,150,0.006666666666666667,0.9996421770220139,0.9999978226741806
RXRA,AP_HE,1,0,0,0,0,0,,,1,87,0.011494252873563218,0.9898958948167829,0.9999978226741806
SALL1,BA_DUCT,1,0,0,0,0,0,,,1,106,0.009433962264150943,0.9963062961616307,0.9999978226741806
SALL1,HS_DUCT,1,0,0,0,0,0,,,1,16,0.0625,0.5697644436862532,0.9999978226741806
SALL4,AP_TEB,1,0,0,0,0,0,,,1,140,0.007142857142857143,0.9993914641409716,0.9999978226741806
SALL4,HS_LE,1,0,0,0,0,0,,,1,67,0.014925373134328358,0.9708891078857296,0.9999978226741806
SATB1,AP_HE,1,0,0,0,0,0,,,1,52,0.019230769230769232,0.9356718159405193,0.9999978226741806
SATB1,HS_DUCT,1,0,0,0,0,0,,,1,27,0.037037037037037035,0.7591769719337726,0.9999978226741806
SETBP1,BA_DUCT,1,0,0,0,0,0,,,1,147,0.006802721088435374,0.999580369915896,0.9999978226741806
SETBP1,HS_DUCT,1,0,0,0,0,0,,,1,19,0.05263157894736842,0.6327249449843543,0.9999978226741806
SGSM2,HS_DUCT,1,0,0,0,0,0,,,1,12,0.08333333333333333,0.4687376723861082,0.9999978226741806
SHOX2,HS_DUCT,1,0,0,0,0,0,,,1,17,0.058823529411764705,0.5918661975401018,0.9999978226741806
SIX1,BA_DUCT,1,0,0,0,0,0,,,1,135,0.007407407407407408,0.999206496729583,0.9999978226741806
SIX2,HS_DUCT,1,0,0,0,0,0,,,1,30,0.03333333333333333,0.7944380139986199,0.9999978226741806
SMAD3,BA_HE,1,0,0,0,0,0,,,1,144,0.006944444444444444,0.9995078994424211,0.9999978226741806
SMAD3,HS_HE,1,0,0,0,0,0,,,1,98,0.01020408163265306,0.9943567231730495,0.9999978226741806
SMAD9,HS_DUCT,1,0,0,0,0,0,,,1,18,0.05555555555555555,0.6128336449783045,0.9999978226741806
SNAI1,AP_HE,1,0,0,0,0,0,,,1,43,0.023255813953488372,0.8965152643702958,0.9999978226741806
SNAI1,AP_TEB,1,0,0,0,0,0,,,1,69,0.014492753623188406,0.9738108215771972,0.9999978226741806
SNAI1,BA_DUCT,1,0,0,1,0,1,Aifm2,,0,128,0.0078125,0.9988495590638253,0.9999978226741806
SNAI1,BA_HE,1,0,0,1,0,1,Aifm2,,0,82,0.012195121951219513,0.9868346203195439,0.9999978226741806
SNAI1,HS_HE,1,0,0,1,0,1,Aifm2,,0,30,0.03333333333333333,0.7944380139986199,0.9999978226741806
SNAI2,AP_DUCT,1,0,0,0,0,0,,,1,31,0.03225806451612903,0.8050056823713909,0.9999978226741806
SNAI2,HS_DUCT,1,0,0,0,0,0,,,1,20,0.05,0.6515952774385323,0.9999978226741806
SOX11,AP_TEB,1,0,0,0,0,0,,,1,170,0.0058823529411764705,0.9998763880564925,0.9999978226741806
SOX13,AP_HE,1,0,0,0,0,0,,,1,56,0.017857142857142856,0.9479281812330624,0.9999978226741806
SOX13,BA_HE,1,0,0,0,0,0,,,1,101,0.009900990099009901,0.9951859054112047,0.9999978226741806
SOX13,HS_HE,1,0,0,0,0,0,,,1,80,0.0125,0.9853647890043296,0.9999978226741806
SOX13,HS_TEB,1,0,1,0,0,0,,,0,144,0.006944444444444444,0.9995078994424211,0.9999978226741806
SOX15,BA_TEB,1,0,0,0,0,0,,,1,83,0.012048192771084338,0.9875132693607183,0.9999978226741806
SOX15,HS_TEB,1,0,0,1,0,1,Pmaip1,,0,97,0.010309278350515464,0.9940497601996772,0.9999978226741806
SOX17,AP_HE,1,0,0,0,0,0,,,1,57,0.017543859649122806,0.9506087469607587,0.9999978226741806
SOX17,BA_HE,1,0,0,1,0,1,Aifm2,,0,100,0.01,0.9949240021410402,0.9999978226741806
SOX18,AP_HE,1,0,0,0,0,0,,,1,28,0.03571428571428571,0.7715554332797265,0.9999978226741806
SOX18,AP_TEB,1,0,0,1,0,1,Bok,,0,58,0.017241379310344827,0.9531514542251285,0.9999978226741806
SOX18,BA_DUCT,1,0,0,1,0,1,Aifm2,,0,124,0.008064516129032258,0.9985776139902138,0.9999978226741806
SOX18,BA_HE,1,0,0,1,0,1,Aifm2,,0,60,0.016666666666666666,0.9578512621778132,0.9999978226741806
SOX18,HS_LE,1,0,0,1,0,1,Bok,,0,21,0.047619047619047616,0.6694969955709769,0.9999978226741806
SOX18,HS_TEB,1,0,0,1,0,1,Bok,,0,85,0.011764705882352941,0.9887675172032977,0.9999978226741806
SOX2,AP_HE,1,0,0,0,0,0,,,1,98,0.01020408163265306,0.9943567231730495,0.9999978226741806
SOX2,HS_DUCT,1,0,0,0,0,0,,,1,60,0.016666666666666666,0.9578512621778132,0.9999978226741806
SOX21,AP_LE,1,0,0,0,0,0,,,1,64,0.015625,0.9658848909448658,0.9999978226741806
SOX21,AP_TEB,1,0,0,0,0,0,,,1,80,0.0125,0.9853647890043296,0.9999978226741806
SOX3,HS_LE,1,0,0,0,0,0,,,1,38,0.02631578947368421,0.865245975097951,0.9999978226741806
SOX4,AP_TEB,1,0,0,0,0,0,,,1,75,0.013333333333333334,0.9809326005121496,0.9999978226741806
SOX4,BA_HE,1,0,0,0,0,0,,,1,69,0.014492753623188406,0.9738108215771972,0.9999978226741806
SOX4,HS_LE,1,0,0,0,0,0,,,1,36,0.027777777777777776,0.8502387851218602,0.9999978226741806
SOX6,BA_HE,1,0,0,0,0,0,,,1,90,0.011111111111111112,0.9913797120824829,0.9999978226741806
SOX6,HS_DUCT,1,0,0,0,0,0,,,1,18,0.05555555555555555,0.6128336449783045,0.9999978226741806
SOX7,HS_TEB,1,0,0,0,0,0,,,1,105,0.009523809523809525,0.996105290708998,0.9999978226741806
SOX8,AP_HE,1,0,0,0,0,0,,,1,28,0.03571428571428571,0.7715554332797265,0.9999978226741806
SOX8,HS_LE,1,0,0,0,0,0,,,1,28,0.03571428571428571,0.7715554332797265,0.9999978226741806
SOX9,BA_HE,1,0,0,0,0,0,,,1,137,0.0072992700729927005,0.9992864122021607,0.9999978226741806
SP100,HS_HE,1,0,0,0,0,0,,,1,39,0.02564102564102564,0.8721763823069019,0.9999978226741806
SP110,HS_HE,1,0,0,0,0,0,,,1,27,0.037037037037037035,0.7591769719337726,0.9999978226741806
SP6,HS_TEB,1,0,0,1,0,1,Pmaip1,,0,93,0.010752688172043012,0.9926458141102015,0.9999978226741806
SP7,HS_DUCT,1,0,0,0,0,0,,,1,20,0.05,0.6515952774385323,0.9999978226741806
SREBF1,AP_HE,1,0,0,0,0,0,,,1,71,0.014084507042253521,0.9764395641556054,0.9999978226741806
SRF,BA_HE,1,0,0,0,0,0,,,1,137,0.0072992700729927005,0.9992864122021607,0.9999978226741806
ST18,BA_LE,1,0,0,0,0,0,,,1,79,0.012658227848101266,0.9845695019892351,0.9999978226741806
STAT2,HS_HE,1,0,0,0,0,0,,,1,62,0.016129032258064516,0.9620800178690153,0.9999978226741806
STAT3,AP_HE,1,0,0,0,0,0,,,1,95,0.010526315789473684,0.9933848910751909,0.9999978226741806
STAT3,BA_HE,1,0,0,0,0,0,,,1,161,0.006211180124223602,0.999800544806453,0.9999978226741806
STAT5A,AP_DUCT,1,0,0,0,0,0,,,1,62,0.016129032258064516,0.9620800178690153,0.9999978226741806
STAT6,AP_HE,1,0,0,0,0,0,,,1,35,0.02857142857142857,0.8421202890949757,0.9999978226741806
STAT6,BA_DUCT,1,0,0,0,0,0,,,1,121,0.008264462809917356,0.9983322945225033,0.9999978226741806
STAT6,BA_HE,1,0,0,0,0,0,,,1,66,0.015151515151515152,0.9693083319399209,0.9999978226741806
TAL1,AP_HE,1,0,0,0,0,0,,,1,106,0.009433962264150943,0.9963062961616307,0.9999978226741806
TAL2,HS_DUCT,1,0,0,0,0,0,,,1,17,0.058823529411764705,0.5918661975401018,0.9999978226741806
TBX15,HS_DUCT,1,0,0,0,0,0,,,1,16,0.0625,0.5697644436862532,0.9999978226741806
TBX18,BA_DUCT,1,0,0,0,0,0,,,1,135,0.007407407407407408,0.999206496729583,0.9999978226741806
TBX18,HS_DUCT,1,0,0,0,0,0,,,1,20,0.05,0.6515952774385323,0.9999978226741806
TBX18,HS_TEB,1,0,0,0,0,0,,,1,84,0.011904761904761904,0.9881569689490555,0.9999978226741806
TBX2,AP_TEB,1,0,0,0,0,0,,,1,77,0.012987012987012988,0.9828470759998713,0.9999978226741806
TBX20,BA_DUCT,1,0,0,0,0,0,,,1,99,0.010101010101010102,0.9946478656238503,0.9999978226741806
TBX3,BA_HE,1,0,0,0,0,0,,,1,88,0.011363636363636364,0.9904168770401394,0.9999978226741806
TCF21,AP_DUCT,1,0,0,0,0,0,,,1,51,0.0196078431372549,0.9321815496449943,0.9999978226741806
TCF7L1,AP_TEB,1,0,0,0,0,0,,,1,89,0.011235955056179775,0.9909110224315525,0.9999978226741806
TCF7L1,BA_DUCT,1,0,0,0,0,0,,,1,135,0.007407407407407408,0.999206496729583,0.9999978226741806
TCF7L2,AP_DUCT,1,0,0,0,0,0,,,1,40,0.025,0.8787507001548646,0.9999978226741806
TCF7L2,AP_HE,1,0,0,0,0,0,,,1,61,0.01639344262295082,0.9600214569771751,0.9999978226741806
TCF7L2,BA_HE,1,0,0,1,0,1,Aifm2,,0,121,0.008264462809917356,0.9983322945225033,0.9999978226741806
TEAD1,BA_HE,1,0,0,0,0,0,,,1,98,0.01020408163265306,0.9943567231730495,0.9999978226741806
TEAD1,HS_TEB,1,0,0,0,0,0,,,1,153,0.006535947712418301,0.9996948884256913,0.9999978226741806
TEAD3,BA_DUCT,1,0,0,0,0,0,,,1,147,0.006802721088435374,0.999580369915896,0.9999978226741806
TEAD3,HS_DUCT,1,0,0,0,0,0,,,1,18,0.05555555555555555,0.6128336449783045,0.9999978226741806
TEF,BA_DUCT,1,0,0,0,0,0,,,1,115,0.008695652173913044,0.9977076033206126,0.9999978226741806
TEF,BA_HE,1,0,0,0,0,0,,,1,70,0.014285714285714285,0.9751599073347967,0.9999978226741806
TET1,AP_TEB,1,0,0,0,0,0,,,1,167,0.005988023952095809,0.9998550116041361,0.9999978226741806
TET3,AP_TEB,1,0,0,0,0,0,,,1,45,0.022222222222222223,0.9068888824055246,0.9999978226741806
TFAP2A,AP_HE,1,0,0,0,0,0,,,1,86,0.011627906976744186,0.9893466198194651,0.9999978226741806
TFAP2A,BA_HE,1,0,0,1,0,1,Aifm2,,0,133,0.007518796992481203,0.9991176414910181,0.9999978226741806
TFAP2C,AP_HE,1,0,0,0,0,0,,,1,99,0.010101010101010102,0.9946478656238503,0.9999978226741806
TFAP2C,BA_HE,1,0,0,1,0,1,Aifm2,,0,129,0.007751937984496124,0.9989090045228576,0.9999978226741806
TFDP1,HS_TEB,1,0,0,0,0,0,,,1,123,0.008130081300813009,0.9985001332806038,0.9999978226741806
TFE3,HS_HE,1,0,0,0,0,0,,,1,31,0.03225806451612903,0.8050056823713909,0.9999978226741806
TFE3,HS_TEB,1,0,0,1,0,1,Pmaip1,,0,95,0.010526315789473684,0.9933848910751909,0.9999978226741806
TFEC,HS_HE,1,0,0,0,0,0,,,1,35,0.02857142857142857,0.8421202890949757,0.9999978226741806
TGIF1,AP_TEB,1,0,0,0,0,0,,,1,75,0.013333333333333334,0.9809326005121496,0.9999978226741806
THRA,BA_DUCT,1,0,0,0,0,0,,,1,118,0.00847457627118644,0.9980447147676147,0.9999978226741806
THRA,BA_HE,1,0,0,0,0,0,,,1,60,0.016666666666666666,0.9578512621778132,0.9999978226741806
TP63,AP_DUCT,1,0,0,0,0,0,,,1,55,0.01818181818181818,0.9451022907172315,0.9999978226741806
TP73,BA_TEB,1,0,0,0,0,0,,,1,88,0.011363636363636364,0.9904168770401394,0.9999978226741806
TP73,HS_TEB,1,0,0,0,1,-1,,Bcl2,0,99,0.010101010101010102,0.9946478656238503,0.9999978226741806
TRAFD1,HS_HE,1,0,0,0,0,0,,,1,40,0.025,0.8787507001548646,0.9999978226741806
TRERF1,HS_TEB,1,0,0,1,0,1,Pmaip1,,0,114,0.008771929824561403,0.9975827929536478,0.9999978226741806
TRPS1,AP_HE,1,0,0,0,0,0,,,1,27,0.037037037037037035,0.7591769719337726,0.9999978226741806
TSHZ1,BA_HE,1,0,0,0,0,0,,,1,62,0.016129032258064516,0.9620800178690153,0.9999978226741806
TSHZ2,AP_HE,1,0,0,0,0,0,,,1,26,0.038461538461538464,0.7461284881361778,0.9999978226741806
TSHZ3,AP_TEB,1,0,0,0,0,0,,,1,81,0.012345679012345678,0.9861191262815193,0.9999978226741806
TSHZ3,BA_DUCT,1,0,0,0,0,0,,,1,147,0.006802721088435374,0.999580369915896,0.9999978226741806
TSHZ3,BA_HE,1,0,0,0,0,0,,,1,66,0.015151515151515152,0.9693083319399209,0.9999978226741806
TSHZ3,HS_DUCT,1,0,0,0,0,0,,,1,17,0.058823529411764705,0.5918661975401018,0.9999978226741806
TSHZ3,HS_TEB,1,0,0,0,0,0,,,1,79,0.012658227848101266,0.9845695019892351,0.9999978226741806
TWIST1,AP_DUCT,1,0,0,0,0,0,,,1,36,0.027777777777777776,0.8502387851218602,0.9999978226741806
TWIST1,HS_DUCT,1,0,0,0,0,0,,,1,22,0.045454545454545456,0.6864797706206107,0.9999978226741806
TWIST2,BA_DUCT,1,0,0,0,0,0,,,1,84,0.011904761904761904,0.9881569689490555,0.9999978226741806
TWIST2,HS_DUCT,1,0,0,0,0,0,,,1,12,0.08333333333333333,0.4687376723861082,0.9999978226741806
TWIST2,HS_TEB,1,0,0,0,0,0,,,1,45,0.022222222222222223,0.9068888824055246,0.9999978226741806
USF3,AP_HE,1,0,0,0,0,0,,,1,10,0.1,0.40965885301396254,0.9999978226741806
VDR,BA_HE,1,0,0,0,0,0,,,1,106,0.009433962264150943,0.9963062961616307,0.9999978226741806
VEZF1,AP_TEB,1,0,0,0,0,0,,,1,65,0.015384615384615385,0.9676418084024542,0.9999978226741806
XBP1,HS_DUCT,1,0,0,0,0,0,,,1,26,0.038461538461538464,0.7461284881361778,0.9999978226741806
YY2,AP_LE,1,0,0,0,0,0,,,1,95,0.010526315789473684,0.9933848910751909,0.9999978226741806
YY2,AP_TEB,1,0,0,0,0,0,,,1,83,0.012048192771084338,0.9875132693607183,0.9999978226741806
ZBED2,HS_HE,1,0,0,0,0,0,,,1,37,0.02702702702702703,0.8579402119892936,0.9999978226741806
ZBED4,AP_TEB,1,0,0,0,0,0,,,1,99,0.010101010101010102,0.9946478656238503,0.9999978226741806
ZBED6,HS_LE,1,1,0,0,0,0,,,0,9,0.1111111111111111,0.37770223591657937,0.9999978226741806
ZBTB10,HS_HE,1,0,0,0,0,0,,,1,30,0.03333333333333333,0.7944380139986199,0.9999978226741806
ZBTB16,AP_DUCT,1,1,0,0,0,0,,,0,32,0.03125,0.8150306020644145,0.9999978226741806
ZBTB21,AP_HE,1,0,0,0,0,0,,,1,19,0.05263157894736842,0.6327249449843543,0.9999978226741806
ZBTB4,BA_HE,1,0,0,0,0,0,,,1,71,0.014084507042253521,0.9764395641556054,0.9999978226741806
ZBTB47,BA_HE,1,0,0,0,0,0,,,1,59,0.01694915254237288,0.9555633861236891,0.9999978226741806
ZBTB5,AP_LE,1,1,0,0,0,0,,,0,68,0.014705882352941176,0.9723885439724445,0.9999978226741806
ZBTB7C,BA_TEB,1,0,0,0,0,0,,,1,73,0.0136986301369863,0.9788046861889659,0.9999978226741806
ZBTB7C,HS_TEB,1,0,0,0,0,0,,,1,101,0.009900990099009901,0.9951859054112047,0.9999978226741806
ZBTB9,AP_TEB,1,0,0,0,0,0,,,1,69,0.014492753623188406,0.9738108215771972,0.9999978226741806
ZEB1,AP_DUCT,1,0,0,0,0,0,,,1,32,0.03125,0.8150306020644145,0.9999978226741806
ZFHX3,HS_HE,1,0,0,0,0,0,,,1,33,0.030303030303030304,0.8245406215361494,0.9999978226741806
ZFHX3,HS_TEB,1,0,0,0,0,0,,,1,95,0.010526315789473684,0.9933848910751909,0.9999978226741806
ZFHX4,BA_DUCT,1,0,0,0,0,0,,,1,109,0.009174311926605505,0.9968492369597234,0.9999978226741806
ZFHX4,BA_LE,1,0,0,0,0,0,,,1,101,0.009900990099009901,0.9951859054112047,0.9999978226741806
ZFP28,HS_HE,1,0,0,0,0,0,,,1,36,0.027777777777777776,0.8502387851218602,0.9999978226741806
ZFP41,HS_LE,1,0,0,0,0,0,,,1,37,0.02702702702702703,0.8579402119892936,0.9999978226741806
ZFP69,BA_TEB,1,0,0,0,0,0,,,1,55,0.01818181818181818,0.9451022907172315,0.9999978226741806
ZHX3,BA_HE,1,0,0,0,0,0,,,1,73,0.0136986301369863,0.9788046861889659,0.9999978226741806
ZKSCAN1,BA_HE,1,0,0,0,0,0,,,1,89,0.011235955056179775,0.9909110224315525,0.9999978226741806
ZNF100,AP_TEB,1,1,0,0,0,0,,,0,128,0.0078125,0.9988495590638253,0.9999978226741806
ZNF100,HS_LE,1,0,0,0,0,0,,,1,45,0.022222222222222223,0.9068888824055246,0.9999978226741806
ZNF107,HS_LE,1,0,0,0,0,0,,,1,47,0.02127659574468085,0.9162235635647089,0.9999978226741806
ZNF117,AP_HE,1,0,0,0,0,0,,,1,31,0.03225806451612903,0.8050056823713909,0.9999978226741806
ZNF138,AP_TEB,1,0,0,0,0,0,,,1,82,0.012195121951219513,0.9868346203195439,0.9999978226741806
ZNF142,AP_LE,1,0,0,0,0,0,,,1,68,0.014705882352941176,0.9723885439724445,0.9999978226741806
ZNF184,AP_LE,1,0,1,0,0,0,,,0,71,0.014084507042253521,0.9764395641556054,0.9999978226741806
ZNF184,BA_LE,1,0,0,0,0,0,,,1,97,0.010309278350515464,0.9940497601996772,0.9999978226741806
ZNF195,HS_LE,1,0,0,0,0,0,,,1,36,0.027777777777777776,0.8502387851218602,0.9999978226741806
ZNF214,HS_DUCT,1,0,0,0,0,0,,,1,17,0.058823529411764705,0.5918661975401018,0.9999978226741806
ZNF217,AP_HE,1,0,0,0,0,0,,,1,80,0.0125,0.9853647890043296,0.9999978226741806
ZNF22,AP_TEB,1,0,0,0,0,0,,,1,81,0.012345679012345678,0.9861191262815193,0.9999978226741806
ZNF239,AP_TEB,1,0,0,0,0,0,,,1,98,0.01020408163265306,0.9943567231730495,0.9999978226741806
ZNF25,BA_DUCT,1,0,0,0,0,0,,,1,131,0.007633587786259542,0.9990188475616293,0.9999978226741806
ZNF267,AP_HE,1,0,0,0,0,0,,,1,31,0.03225806451612903,0.8050056823713909,0.9999978226741806
ZNF267,HS_HE,1,0,0,0,0,0,,,1,30,0.03333333333333333,0.7944380139986199,0.9999978226741806
ZNF280C,AP_TEB,1,0,0,0,0,0,,,1,115,0.008695652173913044,0.9977076033206126,0.9999978226741806
ZNF281,AP_TEB,1,0,0,0,0,0,,,1,84,0.011904761904761904,0.9881569689490555,0.9999978226741806
ZNF296,HS_LE,1,0,0,0,0,0,,,1,53,0.018867924528301886,0.9389826284943715,0.9999978226741806
ZNF331,AP_HE,1,0,0,0,0,0,,,1,43,0.023255813953488372,0.8965152643702958,0.9999978226741806
ZNF35,AP_TEB,1,0,0,0,0,0,,,1,85,0.011764705882352941,0.9887675172032977,0.9999978226741806
ZNF362,HS_DUCT,1,0,0,0,0,0,,,1,18,0.05555555555555555,0.6128336449783045,0.9999978226741806
