GeneSet	Description	PValue	FDR	neg_log10_pval	Genes	GeneSetSize	gene_set	fold_enrichment	ratio_intersection_term	ratio_intersection_query
GO:0022612	gland morphogenesis	1.35381726196923e-11	1.35381726196923e-11	10.8684399526925	Pgr,Msx2,Ptn,Areg,Igfbp5,Ntn1,Gli1,Tbx3,Wnt4,Wnt5a,Tgm2,Igf1,Esr1,Fgfr1,Etv4,Il6,Bmp7,Plau,Ccl11,Ar,Ccl2,Snai2,Csf1,Prox1,Twsg1,Tnf,Sulf1,Foxa1	129	6onl_n	8.12137320044297	0.217054263565891	0.0571428571428571
GO:0009611	response to wounding	2.39864065849506e-10	2.39864065849506e-10	9.62003480902335	Fgg,Msx2,Krt6a,Ptn,Apod,Ndnf,P2ry1,Inhbb,Fgf2,Fgb,Flrt3,Gli1,Abhd2,F3,Alox12,F5,Ednra,Wnt4,Timp1,Map1b,Gas6,Wnt5a,Igf1,Pla2g4a,Stxbp1,Il6,Entpd1,Ano6,Plau,Smoc2,Chl1,Tfpi2,Fbln1,Procr,Ccl2,Snai2,Cadm4,Serpine1,Cd44,Hmox1,Selp,Matn2,Cd34,Dcbld2,Tnf,Rhoc,Cdkn1a,Entpd2,Prkca,Anxa2,Plat,Epha4,Tsku	469	6onl_n	3.98434475971789	0.113006396588486	0.101923076923077
GO:0009653	anatomical structure morphogenesis	3.42932147710109e-10	3.42932147710109e-10	9.46479180062818	Ptprz1,Pgr,Inhba,Cyp1b1,Trpc6,Cntnap2,Msx2,Krt6a,Itga2,Pappa2,Ptn,Col25a1,Kif5c,Upk3a,Ndnf,P2ry1,Areg,Igfbp5,Fgf2,Ptgs2,Lgr5,Ntn1,Hey1,Ugt8a,Cst3,Tnfrsf11b,Gfra1,Lratd1,Slc44a4,Flrt3,Grem2,Wnt5b,Chi3l1,Gli1,Hey2,F3,Map2,Tbx3,Fst,Alox12,Stc1,Lepr,Wnt7b,Cysltr1,Fzd3,Meis1,Crispld1,Etv1,Ednra,Thbs4,Wnt4,Aldh1a3,Map1b,Heyl,Wnt5a,Tgm2,Bcl6,Alcam,Ngfr,Igf1,Esr1,Jag1,Fgfr1,Aldh1a1,Gcnt4,Tm4sf1,Etv4,Egr2,Tuba1a,Stxbp1,Flrt2,Il6,Megf9,Bmp7,Nyap1,Plau,Rbm20,Smarcd3,Cemip2,Lpar1,Smoc2,Chl1,Vcam1,Ccl11,Sema3b,Ar,Prag1,Dcn,Reck,Frmd6,Ccl2,Nox4,Snai2,Map6,Tnfaip2,Adcy1,Chn1,Serpine1,Hoxb2,Zfp385a,Csf1,Cd44,Prox1,Twsg1,Hmox1,Tbx15,Ecscr,Enpp2,Nectin3,Sox6,Matn2,Vegfc,Sdc2,Emp2,Cd34,Itgav,Wls,Tnf,Ttbk2,Serpinf1,Emcn,Rhoc,Sulf1,Spred1,Hmcn2,Meis3,Tmt1a,S100a13,Itgb8,Ecm1,Adamts15,Camk1,Foxa1,Col11a1,Prkca,Anxa2,Csrp2,Map3k20,Cdon,Ago4,Lifr,Epha4,Efnb1,Tsku,Ugdh,Cd47,Anxa3,Tasor,Dlg4,Sema6d,Snx10,Rara,Id3	2316	6onl_n	2.1981559670124	0.0660621761658031	0.277676950998185
GO:0007155	cell adhesion	4.75248902136945e-10	4.75248902136945e-10	9.32307887771642	Ptprz1,Cyp1b1,Cntnap2,Fgg,Meltf,Lsamp,Itga2,Ptn,Apod,Cldn10,Ndnf,Ptprt,Ntn1,Fgb,Flrt3,Ntm,Lrrc4,Alox12,Pcdhb19,Astl,Wnt7b,Myoc,Thbs4,Wnt4,Sorbs3,Cd200,Pcdhb21,Icam5,Gas6,Wnt5a,Tgm2,Cldn11,Bcl6,Alcam,Igf1,Jag1,Pcdhgb1,Pcdhb20,Pcdhb15,Arhgap6,Pcdhb16,Otoa,Pcdhga4,Kitl,Stxbp1,Flrt2,Il6,Entpd1,Bmp7,Plau,Smarcd3,Smoc2,Chl1,Vcam1,Magi2,Fbln1,Ccl2,Snai2,Pcdhb17,Cadm4,Serpine1,Prnp,Ncam1,Csf1,Cd44,Pde5a,Col14a1,Twsg1,Epdr1,Sele,Selp,Enpp2,Pcdhgb6,Nectin3,Peak1,Pcdh1,Emp2,Cd34,Itgav,Fgl2,Tnf,Emcn,Sulf1,Lgals1,Hmcn2,Itgb8,Egflam,Pcdh18,Prkca,Anxa2,Cdon,Gcnt2,Epha4,Efnb1,Socs5,Cd47,Dlg4,Rara,Jak2,Nf1,Pcdhgc3	1238	6onl_n	2.6473386993009	0.0815831987075929	0.178761061946903
GO:0030334	regulation of cell migration	9.9044906379656e-10	9.9044906379656e-10	9.00416785417985	Ptprz1,Pgr,Cyp1b1,Itga2,Ptn,Apod,Igfbp5,Ptprt,Fgf2,Ptgs2,Ntn1,Wnt5b,Gli1,Abhd2,Alox12,Stc1,Myoc,Ednra,Thbs4,Tacr1,Wnt4,Timp1,Gas6,Wnt5a,Ngfr,Igf1,Jag1,Fgfr1,Mctp1,Kitl,Il1r1,Flrt2,Igfbp3,Bmp7,Ano6,Plau,Lpar1,Pfn2,Smoc2,Magi2,Ccl11,Fbln1,Dcn,Reck,Ccl2,Nox4,Snai2,Serpine1,Csf1,Prox1,Hmox1,Sele,Selp,Enpp2,Vegfc,Emp2,Itgav,Tnf,Ttbk2,Serpinf1,Rhoc,Sulf1,Spred1,Ecm1,Prkca,Mapre2,Gcnt2,Epha4,Cd47,Anxa3,Sema6d,Jak2,Nf1,Sema7a,Mgat5,Ssh1,App,Hyal2,Il6st,Akt3,Mospd2,Adam10,Lrig2,Bmpr2,Mecp2,Prr5l,Il33,Gnai2,Rock2	897	6onl_n	2.61739932468741	0.0992196209587514	0.128057553956835
GO:0042060	wound healing	1.39349509754684e-09	1.39349509754684e-09	8.8558945548388	Fgg,Msx2,Krt6a,Ndnf,P2ry1,Fgf2,Fgb,F3,Alox12,F5,Wnt4,Timp1,Gas6,Wnt5a,Igf1,Pla2g4a,Stxbp1,Il6,Entpd1,Ano6,Plau,Smoc2,Tfpi2,Fbln1,Procr,Ccl2,Snai2,Cadm4,Serpine1,Cd44,Hmox1,Selp,Cd34,Dcbld2,Tnf,Rhoc,Cdkn1a,Entpd2,Prkca,Anxa2,Plat,Tsku,Jak2,Nf1	336	6onl_n	4.302654036525	0.130952380952381	0.0788530465949821
GO:2000145	regulation of cell motility	1.68192241927495e-09	1.68192241927495e-09	8.77419404043932	Ptprz1,Pgr,Cyp1b1,Itga2,Ptn,Apod,Igfbp5,Ptprt,Fgf2,Ptgs2,Ntn1,Wnt5b,Gli1,Abhd2,Alox12,Stc1,Myoc,Ednra,Thbs4,Tacr1,Wnt4,Timp1,Gas6,Wnt5a,Bcl6,Ngfr,Igf1,Jag1,Fgfr1,Mctp1,Kitl,Il1r1,Flrt2,Igfbp3,Bmp7,Ano6,Plau,Lpar1,Pfn2,Smoc2,Magi2,Ccl11,Fbln1,Prag1,Dcn,Reck,Ccl2,Nox4,Snai2,Cadm4,Serpine1,Csf1,Prox1,Hmox1,Sele,Selp,Enpp2,Vegfc,Emp2,Itgav,Tnf,Ttbk2,Serpinf1,Rhoc,Sulf1,Spred1,Ecm1,Prkca,Mapre2,Gcnt2,Epha4,Cd47,Anxa3,Sema6d,Jak2,Nf1,Sema7a,Mgat5,Ssh1,App,Hyal2,Il6st,Akt3,Mospd2,Adam10,Lrig2,Bmpr2,Mecp2,Prr5l,Il33,Gnai2,Rock2	936	6onl_n	2.59289184037385	0.0982905982905983	0.132374100719424
GO:0040012	regulation of locomotion	6.8583821880996e-09	6.8583821880996e-09	8.1637783171858	Ptprz1,Pgr,Cyp1b1,Itga2,Ptn,Apod,Igfbp5,Ptprt,Fgf2,Ptgs2,Ntn1,Wnt5b,Gli1,Abhd2,Alox12,Stc1,Myoc,Ednra,Thbs4,Tacr1,Wnt4,Timp1,Gas6,Wnt5a,Bcl6,Ngfr,Igf1,Jag1,Fgfr1,Mctp1,Kitl,Il1r1,Flrt2,Igfbp3,Bmp7,Ano6,Plau,Lpar1,Pfn2,Smoc2,Magi2,Ccl11,Fbln1,Prag1,Dcn,Reck,Ccl2,Nox4,Snai2,Cadm4,Serpine1,Csf1,Prox1,Hmox1,Sele,Selp,Enpp2,Vegfc,Emp2,Itgav,Tnf,Ttbk2,Serpinf1,Rhoc,Sulf1,Spred1,Ecm1,Prkca,Mapre2,Gcnt2,Epha4,Cd47,Anxa3,Sema6d,Jak2,Nf1,Sema7a,Mgat5,Ssh1,App,Hyal2,Il6st,Sema5a,Akt3,Mospd2,Adam10,Lrig2,Bmpr2,Mecp2,Prr5l,Il33,Gnai2,Rock2	967	6onl_n	2.53704924374874	0.0961737331954498	0.133812949640288
GO:0040011	locomotion	4.93424884028149e-08	4.93424884028149e-08	7.30677895228527	Ptprz1,Pgr,Cyp1b1,Itga2,Ptn,Apod,Igfbp5,Ptprt,Fgf2,Ptgs2,Ntn1,Flrt3,Wnt5b,Gli1,Abhd2,Alox12,Stc1,Wnt7b,Cysltr1,Myoc,Ednra,Thbs4,Tacr1,Wnt4,Timp1,Gas6,Wnt5a,Bcl6,Ngfr,Igf1,Jag1,Fgfr1,Mctp1,Kitl,Il1r1,Flrt2,Igfbp3,Bmp7,Ano6,Plau,Lpar1,Pfn2,Smoc2,Vcam1,Magi2,Ccl11,Fbln1,Prag1,Dcn,Reck,Ccl2,Nox4,Snai2,Cadm4,Serpine1,Csf1,Cxcl1,Prox1,Hmox1,Sele,Selp,Ecscr,Enpp2,Vegfc,Emp2,Itgav,Tnf,Ttbk2,Serpinf1,Rhoc,Sulf1,Spred1,Ecm1,Prkca,Mapre2,Gcnt2,Epha4,Cd47,Anxa3,Sema6d,Jak2,Nf1,Sema7a,Mgat5,Ssh1,Vav3,App,Hyal2,Il6st,Sema5a,Akt3,Cxcl15,Mospd2,Adam10,Lrig2,Bmpr2,Mecp2,Prr5l,Il33,Gnai2,Rock2	1102	6onl_n	2.41775450782749	0.0916515426497278	0.145323741007194
GO:2000147	positive regulation of cell motility	7.6373966783614e-08	7.6373966783614e-08	7.11705465201237	Ptprz1,Pgr,Cyp1b1,Itga2,Ptn,Igfbp5,Fgf2,Ptgs2,Ntn1,Wnt5b,Gli1,Alox12,Myoc,Ednra,Thbs4,Tacr1,Gas6,Wnt5a,Bcl6,Igf1,Fgfr1,Kitl,Il1r1,Bmp7,Ano6,Plau,Lpar1,Smoc2,Ccl11,Fbln1,Ccl2,Nox4,Snai2,Serpine1,Csf1,Prox1,Hmox1,Sele,Selp,Enpp2,Vegfc,Itgav,Rhoc,Prkca,Mapre2,Gcnt2,Epha4,Cd47,Anxa3,Sema6d,Jak2,Sema7a,Mgat5,Ssh1,App,Il6st,Akt3,Mospd2,Adam10,Bmpr2,Gnai2,Rock2,Arhgef2	559	6onl_n	2.9020572450805	0.112701252236136	0.0884831460674157
GO:0030335	positive regulation of cell migration	8.12028886545956e-08	8.12028886545956e-08	7.09042852119679	Ptprz1,Pgr,Cyp1b1,Itga2,Ptn,Igfbp5,Fgf2,Ptgs2,Wnt5b,Gli1,Alox12,Myoc,Ednra,Thbs4,Tacr1,Gas6,Wnt5a,Igf1,Fgfr1,Kitl,Il1r1,Bmp7,Ano6,Plau,Lpar1,Smoc2,Ccl11,Fbln1,Ccl2,Nox4,Snai2,Serpine1,Csf1,Prox1,Hmox1,Sele,Selp,Enpp2,Vegfc,Itgav,Rhoc,Prkca,Mapre2,Gcnt2,Epha4,Cd47,Anxa3,Sema6d,Jak2,Sema7a,Mgat5,Ssh1,App,Il6st,Akt3,Mospd2,Adam10,Bmpr2,Gnai2,Rock2,Arhgef2,Atp7a,Rab11a	541	6onl_n	2.84668391866913	0.11645101663586	0.084
GO:0040017	positive regulation of locomotion	8.44917003553153e-08	8.44917003553153e-08	7.0731859498304	Ptprz1,Pgr,Cyp1b1,Itga2,Ptn,Igfbp5,Fgf2,Ptgs2,Ntn1,Wnt5b,Gli1,Alox12,Myoc,Ednra,Thbs4,Tacr1,Gas6,Wnt5a,Bcl6,Igf1,Fgfr1,Kitl,Il1r1,Bmp7,Ano6,Plau,Lpar1,Smoc2,Ccl11,Fbln1,Ccl2,Nox4,Snai2,Serpine1,Csf1,Prox1,Hmox1,Sele,Selp,Enpp2,Vegfc,Itgav,Rhoc,Prkca,Mapre2,Gcnt2,Epha4,Cd47,Anxa3,Sema6d,Jak2,Sema7a,Mgat5,Ssh1,App,Il6st,Sema5a,Akt3,Mospd2,Adam10,Bmpr2,Gnai2,Rock2,Arhgef2	573	6onl_n	2.8760907504363	0.111692844677138	0.0898876404494382
GO:0060444	branching involved in mammary gland duct morphogenesis	9.89903399234667e-08	9.89903399234667e-08	7.0044071844189	Pgr,Msx2,Areg,Tbx3,Wnt4,Wnt5a,Esr1,Etv4,Ccl11,Ar,Csf1	25	6onl_n	20.7376863753213	0.44	0.0282776349614396
GO:0060603	mammary gland duct morphogenesis	1.88980217384661e-07	1.88980217384661e-07	6.72358365577567	Pgr,Msx2,Areg,Ntn1,Tbx3,Wnt4,Wnt5a,Esr1,Etv4,Ccl11,Ar,Csf1	33	6onl_n	17.1385837812573	0.363636363636364	0.0308483290488432
GO:0060443	mammary gland morphogenesis	2.23074764232994e-07	2.23074764232994e-07	6.65154955734617	Pgr,Msx2,Areg,Igfbp5,Ntn1,Tbx3,Wnt4,Wnt5a,Esr1,Etv4,Ccl11,Ar,Ccl2,Csf1	50	6onl_n	13.1967095115681	0.28	0.0359897172236504
GO:0016477	cell migration	2.72092777554041e-07	2.72092777554041e-07	6.56528298600435	Ptprz1,Pgr,Cyp1b1,Msx2,Itga2,Ptn,Apod,Ndnf,P2ry1,Igfbp5,Ptprt,Fgf2,Ptgs2,Ntn1,Gfra1,Flrt3,Wnt5b,Gli1,Abhd2,Alox12,Stc1,Fzd3,Myoc,Ednra,Thbs4,Tacr1,Wnt4,Timp1,Gas6,Wnt5a,Ngfr,Igf1,Jag1,Fgfr1,Mctp1,Kitl,Tuba1a,Il1r1,Flrt2,Igfbp3,Bmp7,Ano6,Plau,Lpar1,Pfn2,Smoc2,Chl1,Vcam1,Magi2,Ccl11,Fbln1,Prag1,Dcn,Reck,Ccl2,Nox4,Snai2,Serpine1,Csf1,Cxcl1,Cd44,Prox1,Hmox1,Sele,Selp,Enpp2,Matn2,Peak1,Vegfc,Sdc2,Emp2,Cd34,Itgav,Tnf,Ttbk2,Serpinf1,Rhoc,Sulf1,Spred1,Sh3d21,Ecm1,Prkca,Mapre2,Gcnt2,Plat,Epha4,Efnb1,Cd47,Anxa3,Sema6d,Jak2,Cdc42bpa,Nf1,Sema7a,Mgat5,Cep85l,Ssh1,Vav3,App,Hyal2,Il6st,Akt3,Cxcl15,Mospd2,Ston1,Adam10,Lrig2,Bmpr2,Mecp2,Prr5l,Il33,Gnai2,Rock2	1346	6onl_n	2.21465359658781	0.0839524517087667	0.162589928057554
GO:0048731	system development	3.03033089672691e-07	3.03033089672691e-07	6.51850994615899	Hp,Pcp4,Ptprz1,Asic2,Pgr,Inhba,Cyp1b1,Trpc6,Cntnap2,Msx2,Nrg4,Itga2,Pappa2,Ptn,Col25a1,Adam1b,Apod,Kif5c,Prkg2,Upk3a,Rasgrf1,Ndnf,P2ry1,Inhbb,Areg,Igfbp5,Fgf2,Ptgs2,Mycl,Lrrn1,Lgr5,Ntn1,Hey1,Ugt8a,Gfra1,Slc44a4,Flrt3,Bhlhe41,Fa2h,Wnt5b,A830082K12Rik,Chi3l1,Gli1,Ntm,Hey2,F3,Map2,Tbx3,Nhs,Lrrc4,Fst,Stc1,Aldh3a2,Lepr,Wnt7b,Cysltr1,Fzd3,Meis1,Etv1,Myoc,Ednra,Thbs4,Mme,Wnt4,Aldh1a3,Timp1,Mal,Map1b,Bace2,Icam5,Gas6,Heyl,Wnt5a,Tgm2,Mboat1,Cldn11,Mamld1,Bcl6,Alcam,Ngfr,Igf1,Esr1,Jag1,Rgs9,Fgfr1,Aldh1a1,Gcnt4,Pcdhb16,Etv4,Kitl,Egr2,Pla2g4a,Tuba1a,Bgn,Basp1,Stxbp1,Il1r1,Flrt2,Il6,Megf9,Bmp7,Nyap1,Ano6,Plau,Rbm20,Smarcd3,Cemip2,Lpar1,Smoc2,Chl1,Vcam1,Magi2,Ccl11,Sema3b,Ar,Prag1,Dcn,Reck,Ccl2,Nox4,Snai2,Map6,Tnfaip2,Sall2,Adcy1,Lmx1b,Chn1,Serpine1,Hoxb2,Irak3,Csf1,Cd44,Col14a1,Prox1,Twsg1,Tnfsf10,Hmox1,Tbx15,Ecscr,Enpp2,Nectin3,Sox6,Matn2,Pdlim4,Plce1,Vegfc,Sdc2,Emp2,Aph1c,Cd34,Itgav,Wls,Tnf,Ttbk2,Creb3l2,Serpinf1,Emcn,Sulf1,Spred1,Cdkn1a,Lgals1,Glis2,Hmcn2,Meis3,Itgb8,Ecm1,Camk1,Foxa1,Col11a1,Pcdh18,Prkca,Anxa2,Pls3,Ro60,Cdon,Ago4,Lifr,Adam1a,Epha4,Ptpn9,Efnb1,Tsku,Ugdh,Cd47,Gja4,Anxa3,Dlg4,Sema6d,Snx10,Rara,Id3,Jak2,Hook3,Nf1,Sema7a,Mmd,S100a10,Nfkb1,Kif3c,C9orf72,Cep85l,Mical2,Bcl2l1,Btbd3,Dipk2a,Rb1,Vav3,App,Rora,Tacc1,Hyal2,Il6st,Sema5a,Epgn,Acer3,Akt3,Itm2c	3355	6onl_n	1.86452117837828	0.0646795827123696	0.341194968553459
GO:0022008	neurogenesis	5.58778575949654e-07	5.58778575949654e-07	6.25276025346196	Pcp4,Ptprz1,Inhba,Trpc6,Cntnap2,Ptn,Col25a1,Apod,Kif5c,Rasgrf1,Ndnf,P2ry1,Areg,Fgf2,Mycl,Ntn1,Ugt8a,Gfra1,Slc44a4,Flrt3,Bhlhe41,Fa2h,Wnt5b,A830082K12Rik,Ntm,Hey2,Map2,Lepr,Wnt7b,Cysltr1,Fzd3,Meis1,Etv1,Myoc,Ednra,Thbs4,Mme,Wnt4,Mal,Map1b,Bace2,Gas6,Heyl,Wnt5a,Tgm2,Mboat1,Bcl6,Alcam,Ngfr,Igf1,Jag1,Fgfr1,Etv4,Egr2,Tuba1a,Stxbp1,Il1r1,Flrt2,Il6,Megf9,Bmp7,Nyap1,Smarcd3,Lpar1,Chl1,Vcam1,Magi2,Ccl11,Prag1,Ccl2,Map6,Adcy1,Chn1,Csf1,Prox1,Enpp2,Sox6,Matn2,Vegfc,Sdc2,Wls,Tnf,Creb3l2,Serpinf1,Lgals1,Hmcn2,Camk1,Foxa1,Anxa2,Cdon,Lifr,Epha4,Ptpn9,Efnb1,Tsku,Ugdh,Dlg4,Sema6d,Rara,Id3,Jak2,Hook3,Nf1,Sema7a,Mmd,S100a10,Kif3c,C9orf72,Cep85l,Btbd3,Rb1,App,Rora,Tacc1,Il6st,Sema5a,Itm2c,Tmem30a,Enc1,Adam10,Lrig2,Bmpr2,Mecp2,Tmem106b,Dennd5a,Mosmo,Il33,Pgrmc1,Nptn,Arhgef2,Skil,Bnip2,Rab21,Taok1,Atp7a,Sun1,Rab11a,Shoc2,Grcc10,Braf,Dscam,Ulk2,Cbfa2t2,Ptpn5	1585	6onl_n	2.10047378282368	0.0908517350157729	0.181588902900378
GO:0048729	tissue morphogenesis	9.93951089498649e-07	9.93951089498649e-07	6.00263498590798	Pgr,Inhba,Msx2,Krt6a,Itga2,Areg,Igfbp5,Fgf2,Lgr5,Ntn1,Flrt3,Wnt5b,Hey2,Tbx3,Fst,Alox12,Stc1,Wnt7b,Fzd3,Ednra,Wnt4,Aldh1a3,Heyl,Wnt5a,Tgm2,Ngfr,Igf1,Esr1,Jag1,Fgfr1,Aldh1a1,Gcnt4,Etv4,Il6,Bmp7,Ccl11,Ar,Snai2,Hoxb2,Csf1,Cd44,Prox1,Twsg1,Vegfc,Wls,Tnf,Rhoc,Sulf1	554	6onl_n	3.46835243485252	0.0866425992779783	0.104803493449782
GO:0061180	mammary gland epithelium development	2.17732384816495e-06	2.17732384816495e-06	5.66207697058641	Pgr,Msx2,Pinc,Areg,Fgf2,Ntn1,Tbx3,Wnt7b,Wnt4,Wnt5a,Esr1,Etv4,Ccl11,Ar,Csf1	71	6onl_n	9.95727578840653	0.211267605633803	0.038560411311054
GO:0048732	gland development	3.00456091530522e-06	3.00456091530522e-06	5.52221898655414	Hp,Pgr,Cyp1b1,Msx2,Itga2,Ptn,Pinc,Cdo1,Inhbb,Areg,Igfbp5,Fgf2,Ntn1,Fa2h,Gli1,Tbx3,Wnt7b,Ednra,Wnt4,Aldh1a3,Wnt5a,Tgm2,Igf1,Esr1,Fgfr1,Etv4,Il6,Bmp7,Plau,Ccl11,Ar,Ccl2,Snai2,Csf1,Prox1,Twsg1,Hmox1,Wls,Tnf,Serpinf1,Sulf1,Scd1	415	6onl_n	3.98173638761053	0.101204819277108	0.0901287553648069
GO:0035239	tube morphogenesis	4.96511645341643e-06	4.96511645341643e-06	5.30407056096859	Pgr,Cyp1b1,Msx2,Ptn,Ndnf,Areg,Fgf2,Ptgs2,Lgr5,Ntn1,Hey1,Chi3l1,Hey2,F3,Tbx3,Alox12,Lepr,Wnt7b,Cysltr1,Fzd3,Meis1,Ednra,Thbs4,Wnt4,Wnt5a,Tgm2,Ngfr,Igf1,Esr1,Jag1,Fgfr1,Etv4,Bmp7,Plau,Cemip2,Smoc2,Ccl11,Ar,Dcn,Reck,Ccl2,Tnfaip2,Serpine1,Csf1,Prox1,Hmox1,Ecscr,Vegfc,Emp2,Cd34,Itgav,Tnf,Serpinf1,Emcn,Sulf1,Spred1,Itgb8,Ecm1,Foxa1,Prkca,Anxa2,Epha4,Cd47,Anxa3,Rara,Nf1	811	6onl_n	2.6739058377418	0.0813810110974106	0.118279569892473
GO:0007399	nervous system development	7.71823489290658e-06	7.71823489290658e-06	5.1124820084621	Pcp4,Ptprz1,Asic2,Inhba,Cyp1b1,Trpc6,Cntnap2,Nrg4,Ptn,Col25a1,Apod,Kif5c,Rasgrf1,Ndnf,P2ry1,Inhbb,Areg,Fgf2,Mycl,Lrrn1,Ntn1,Ugt8a,Gfra1,Slc44a4,Flrt3,Bhlhe41,Fa2h,Wnt5b,A830082K12Rik,Gli1,Ntm,Hey2,Map2,Tbx3,Lrrc4,Aldh3a2,Lepr,Wnt7b,Cysltr1,Fzd3,Meis1,Etv1,Myoc,Ednra,Thbs4,Mme,Wnt4,Aldh1a3,Mal,Map1b,Bace2,Icam5,Gas6,Heyl,Wnt5a,Tgm2,Mboat1,Cldn11,Bcl6,Alcam,Ngfr,Igf1,Jag1,Rgs9,Fgfr1,Pcdhb16,Etv4,Egr2,Tuba1a,Stxbp1,Il1r1,Flrt2,Il6,Megf9,Bmp7,Nyap1,Smarcd3,Lpar1,Chl1,Vcam1,Magi2,Ccl11,Prag1,Reck,Ccl2,Map6,Sall2,Adcy1,Chn1,Hoxb2,Csf1,Prox1,Twsg1,Enpp2,Sox6,Matn2,Vegfc,Sdc2,Wls,Tnf,Ttbk2,Creb3l2,Serpinf1,Sulf1,Lgals1,Glis2,Hmcn2,Meis3,Camk1,Foxa1,Pcdh18,Anxa2,Cdon,Lifr,Epha4,Ptpn9,Efnb1,Tsku,Ugdh,Anxa3,Dlg4,Sema6d,Rara,Id3,Jak2,Hook3,Nf1,Sema7a,Mmd,S100a10,Kif3c,C9orf72,Cep85l,Btbd3,Rb1,App,Rora,Tacc1,Il6st,Sema5a,Acer3,Akt3,Itm2c,Tmem30a,Enc1,Adam10,Lrig2,Bmpr2,Mecp2,Tmem106b,Dennd5a,Mosmo,Il33,Pgrmc1	2089	6onl_n	1.98468869520719	0.0737194830062231	0.226138032305433
GO:0008284	positive regulation of cell population proliferation	8.64163535559292e-06	8.64163535559292e-06	5.06340406322671	Ptprz1,Pgr,Itga2,Ptn,Btc,Rasgrf1,Areg,Igfbp5,Fgf2,Ptgs2,Ntn1,Cst3,Gli1,Hey2,F3,Tbx3,Alox12,Wnt7b,Cysltr1,Fzd3,Meis1,Ednra,Thbs4,Cntfr,Tacr1,Timp1,Gas6,Wnt5a,Tgm2,Htr2a,Osmr,Bcl6,Ngfr,Igf1,Esr1,Fgfr1,Kitl,Pla2g4a,Il6,Plau,Smarcd3,Vcam1,Ccl11,Fbln1,Ar,Ccl2,Il13ra1,Csf1,Cxcl1,Prox1,Hmox1,Enpp2,Vegfc,Emp2,Itgav,Tnf,Sulf1,Cdkn1a,Meis3,S100a13,Ecm1,Prkca,Anxa2,Cdon,Gcnt2,Lifr,Epha4,Efnb1,Cd47,Rara,Jak2,Nf1,Abcc4,Acer2,Bcl2l1,Vav3,Il6st,Epgn,Acer3,Akt3,Adam10,Hmgcr,Mecp2	842	6onl_n	2.70145109693271	0.0985748218527316	0.12406576980568
GO:0009887	animal organ morphogenesis	9.8418137255728e-06	9.8418137255728e-06	5.00692485904604	Pgr,Inhba,Msx2,Itga2,Pappa2,Ptn,Areg,Igfbp5,Fgf2,Ntn1,Tnfrsf11b,Slc44a4,Grem2,Wnt5b,Gli1,Hey2,Tbx3,Fst,Stc1,Wnt7b,Fzd3,Meis1,Ednra,Wnt4,Aldh1a3,Heyl,Wnt5a,Tgm2,Ngfr,Igf1,Esr1,Jag1,Fgfr1,Aldh1a1,Gcnt4,Etv4,Tuba1a,Flrt2,Il6,Megf9,Bmp7,Plau,Rbm20,Smarcd3,Ccl11,Ar,Ccl2,Snai2,Serpine1,Hoxb2,Csf1,Prox1,Twsg1,Tbx15,Nectin3,Sox6,Vegfc,Emp2,Cd34,Itgav,Wls,Tnf,Sulf1,Meis3,Tmt1a,Foxa1,Col11a1	870	6onl_n	2.87561860617553	0.0770114942528736	0.136456211812627
GO:0098609	cell-cell adhesion	1.25064944278383e-05	1.25064944278383e-05	4.90286440605377	Cyp1b1,Fgg,Itga2,Cldn10,Ptprt,Ntn1,Fgb,Flrt3,Lrrc4,Alox12,Pcdhb19,Wnt7b,Thbs4,Wnt4,Cd200,Pcdhb21,Icam5,Wnt5a,Cldn11,Bcl6,Alcam,Igf1,Jag1,Pcdhgb1,Pcdhb20,Pcdhb15,Pcdhb16,Pcdhga4,Kitl,Stxbp1,Il6,Entpd1,Bmp7,Smarcd3,Vcam1,Magi2,Ccl2,Pcdhb17,Cadm4,Prnp,Cd44,Pde5a,Twsg1,Sele,Selp,Pcdhgb6,Nectin3,Pcdh1,Cd34,Itgav,Fgl2,Tnf,Emcn,Lgals1,Hmcn2,Pcdh18,Prkca,Cdon,Gcnt2,Efnb1,Socs5,Cd47,Dlg4,Rara,Jak2	797	6onl_n	2.70877657156365	0.081555834378921	0.117753623188406
GO:0031589	cell-substrate adhesion	1.63495270529833e-05	1.63495270529833e-05	4.7864948057713	Ptprz1,Fgg,Meltf,Itga2,Ptn,Apod,Ndnf,Fgb,Myoc,Wnt4,Sorbs3,Gas6,Bcl6,Jag1,Arhgap6,Otoa,Plau,Smoc2,Vcam1,Fbln1,Serpine1,Csf1,Epdr1,Enpp2,Peak1,Emp2,Cd34,Itgav,Lgals1,Itgb8,Egflam,Anxa2,Gcnt2,Jak2,Nf1,S100a10,Acer2	329	6onl_n	3.51856385572165	0.112462006079027	0.0631399317406143
