GeneSet	Description	PValue	FDR	neg_log10_pval	Genes	GeneSetSize	gene_set	fold_enrichment	ratio_intersection_term	ratio_intersection_query
GO:0140535	intracellular protein-containing complex	1.52750336300866e-07	1.52750336300866e-07	6.81601782492535	Derl3,Cdc20,Pold2,Dcaf4,Naa10,Xrcc6,Ruvbl2,Gatc,Ubac1,Polr1b,Pop5,Tada2a,Eprs1,Tsen2,Kars1,Adrm1b,Ccnh,Rars1,Gtf2h3,Uchl5,Trappc6a,Ruvbl1,Qars1,Psma7,Rpp40,Gid4,Tsen54,Akt1s1,Ciao2a,Skp2,Rnaseh2c,Dna2,Tcp1,Mrpl44,Eif2b3,Gatb,Brca2,Lztr1,Aimp2,Rpap1,Prorp,Aurkaip1,Prkar2a,Ddx1,Ybx1,Xrcc5,Polr2h,Borcs5,Cct5,Gtf2h1,Las1l,Cct2,Jade1,Psmd7,Ciao3,Cct6a,Fbxl6,Fbxw4,Wdr77,Dars1,Cacybp,Aimp1,Dcaf17,Polr1a,Gtf2h4,Rpp14,Polr1e,Rtcb,Kat14,Polr3h,Cct8,Polrmt,Polr2i,Elp2,Cct7,Lamtor2,Psme3,Larp1,Hps1,Pold1,Psmd5,Ciao1,Naa12,Fam98a,Mnat1,Polr3k,Pcgf6,Med30,Polr3c,Prr5,Elp1,Dcun1d5,Elp3,Fbxw7,Usp14,Elp4,Anapc13,Dpm3,Ccz1,Psmd3,Otud6b,Cdc37,Psmg2,Washc1,Rbck1,Cct4,Ube2c,Gtf2h2,Lamtor4,Psmg1,Eif4a1,Pola2,Trappc12,Polr2c,Polr1c,Prim2,Ppp5c,Hsp90ab1,Ptges3,Tmem183a,Naa25,Eif4g1,Cdc16,Mcrs1,Polr1d,Fbxo3,Anapc5,Fbxw5,Dmap1,Ercc3,Ube4b,Ube4a,Supt3,Leo1,Syvn1,Fem1a,Mib2,Adrm1,Taf5l,Zbtb8os,Rnf40,Mtor,Trappc11,Psmc4,Atg3,Ecpas,Mapkap1,Stub1,Drosha,Eif4e2,Keap1,Rptor,Hnrnpu,Dnajb11,Anapc1,Ube2j2	842	6onl_p	1.96233281326544	0.185273159144893	0.0901213171577123
GO:0042645	mitochondrial nucleoid	1.99002594025356e-05	1.99002594025356e-05	4.7011412624669	Poldip2,Tufm,Tfb1m,Hspa9,Supv3l1,Grsf1,Lonp1,Atp5f1b,Lrrc59,Dna2,Slc25a5,Prorp,Vdac1,Dbt,Vdac2,Fastkd2,Polrmt	47	6onl_p	6.59189543589527	0.361702127659574	0.0168986083499006
GO:0009295	nucleoid	1.99002594025356e-05	1.99002594025356e-05	4.7011412624669	Poldip2,Tufm,Tfb1m,Hspa9,Supv3l1,Grsf1,Lonp1,Atp5f1b,Lrrc59,Dna2,Slc25a5,Prorp,Vdac1,Dbt,Vdac2,Fastkd2,Polrmt	47	6onl_p	6.59189543589527	0.361702127659574	0.0168986083499006
GO:1990229	iron-sulfur cluster assembly complex	3.75139911690868e-05	3.75139911690868e-05	4.42580672815797	Nfs1,Bola2,Lyrm4,Ciao2a,Bola1,Fxn,Ciao3,Glrx3,Ndufab1,Ciao1,Fdx2	16	6onl_p	9.61451182303585	0.6875	0.0083905415713196
GO:0022626	cytosolic ribosome	9.96264048182395e-05	9.96264048182395e-05	4.00162554162586	Rps27rt,Rps27l,Rpl10-ps3,Rpl14,Eif2a,Rpsa,Rps2,Rpl4,Gcn1,Rpl18,Rplp0,Rpl7a,Rpl18a,Abce1,Rps12,Rpl27,Eef1a1,Rpl10a,Rpl8,Rps3,Rpl13a,Eif2d,Zcchc17,Rpl11,Rps10,Rpl28,Rps6,Rpl23a,Rps14,Rps16,Ltn1,Rps3a1,Rps9,Dhx29,Zfp598	121	6onl_p	3.19856642973213	0.289256198347107	0.0211097708082027
GO:0101031	protein folding chaperone complex	0.000247430064445022	0.000247430064445022	3.60654753175097	Ruvbl2,Ruvbl1,Tcp1,Cct5,Cct2,Cct6a,Cct8,Cct7,Cdc37,Psmg2,Cct4,Psmg1,Ppp5c,Hsp90ab1,Ptges3,Stub1,Dnajb11	34	6onl_p	5.31420289855072	0.5	0.00985507246376812
GO:0098800	inner mitochondrial membrane protein complex	0.00050174769421033	0.00050174769421033	3.29951461464323	Pam16l,Chchd10,Phb2,Chchd6,Immp2l,Timm21,Timm50,Chchd3,Afg3l2,Timm23,Dnajc15,Afg3l1,Grpel1,Dnajc19,Immt	41	6onl_p	5.88382541720154	0.365853658536585	0.0131578947368421
GO:0005654	nucleoplasm	0.000511187009951057	0.000511187009951057	3.29142019080086	Sycp1,Sapcd2,Rangrf,Eef1akmt3,Tead4,Gm38393,Rps6ka6,Barx2,Prodh,Aire,Cdc20,Dyrk3,Lyar,Mif,Bckdhb,Gemin6,Npm3,Tkt,Dctpp1,Thrsp,Pold2,Nek2,Shmt1,Abcb8,Abhd5,Fahd1,Amt,Npm1,Dnmt3b,Abcb6,Bcat2,Acsf3,Cdca7l,Fen1,Macrod1,Aurka,Mybl2,Wdr55,Pdk2,Prdx3,Nle1,Tsfm,Prpf31,Mtg1,Nfs1,Commd9,Zfp692,Xrcc6,Parp1,Dars2,Dhodh,Gemin5,Snrpn,Xpot,Hdgf,Lage3,Gadd45gip1,Ruvbl2,Acly,Mtap,Pdhb,Bod1,Poll,Sh3bgrl2,Mrps15,Polr1b,Apex1,Tmem70,Fam20c,Epop,Tsen2,Dph1,Rrs1,Adrm1b,Zranb3,Srp54b,Ccnh,Rars1,Exosc5,Grsf1,Gpatch4,Mfap3l,Ptcd3,Gtf2h3,Pdzd7,Peg10,Uchl5,Tfap4,Abcf1,Clns1a,Esrra,Lonp1,Ruvbl1,Cep131,Mettl1,Gtf3a,Fkbp4,Hmgn5,Timm50,Exosc2,Atpaf2,Tfdp1,Mrps18b,Ecd,Psma7,Cox15,Ivd,Lyrm4,Ddx20,Nmral1,Gins4,Uqcrc2,Chchd1,Fancl,Kdm8,Bud23,Smarcd2,Anp32b,Cdk2ap1rt,Mrpl2,Ciao2a,Rnf126,Skp2,Ddx39a,Dcps,Abhd17a,Ipo11,Mrpl10,Ung,Banf1,Drg2,Dna2,Rae1,Ndufs3,Haspin,Mrpl46,Sox12,Mlh1,Tonsl,Setd6,Rpf2,Mrpl44,Brca2,Noc4l,Chtf18,Bcas2,Msra,Nmnat1,Ndufs2,Cdca8,Dera,Gar1,Hirip3,Prorp,Ccna2,Srebf1,Aurkaip1,Fbl,Ndufb5,Letmd1,Uchl3,Ran,Rsl24d1,Nol6,Wdr12,Ncl,Xpo4,Cdc34,Ddx1,Rps2,Telo2,Xrcc5,Aaas,Cox4i1,Dap3,Trim27,Cpsf1,Faap24,Polr2h,Rps6ka1,Gtf2h1,Sdhb,Ccne1,Las1l,Mtif2,Dhx16,Sppl2b,Lrrc45,Jade1,Psmd7,Snrnp25,Rfc4,Riox1,Mbd3,Recql4,Mrpl58,Spr,Wdr77,Cops7a,Park7,Cc2d1b,Ssrp1,Prpf19,Foxc1,Cacybp,Kpna2rt,Mcm5,Dcaf17,Cenpv,Timmdc1,Polr1a,Arl6ip4,Set,Irak1,Gtf2h4,Nsun5,Fance,Polr1e,A430005L14Rik,Wdr18,Atmin,Nudcd1,Dennd2d,Rtcb,Bms1,Nup37,Pelp1,Emg1,Rfc1,Sap30,Wdr3,Snrpa1,Sae1,Polr3h,Apobec3,Thoc3,Mri1,Cct8,Hadh,Ppid,Polr2i,Osbpl7,Xrcc1,Ighmbp2,Elp2,Rbm17,Bccip,Ndufab1,Dpy30,Ass1,Opa1,Zbtb12,Rpl27,Grwd1,Ccdc91,Cpt2,Psme3,Pdxk,Grpel1,Wdr74,Pold1,Kpnb1,Pum3,Naa12,Incenp,Srp19,Pcbp1,Ibtk,Mnat1,Cwc22,Eif2d,Snrnp40,Ddx23,Med30,Cited2,Ddx11,Hikeshi,Dnmt1,Polr3c,Ogg1,Tdp1,Wdr4,Atm,Kmt5a,Cdk5rap1,Aagab,Cdt1,Clpx,Traf4,Hdac10,Tcof1,Riox2,Fbxw7,Elp4,Dlst,Chek2,Rpl11,Dnlz,Rbm45,P3h2,Mrfap1,Nabp2,Cyb5rl,Bag1,Exosc4,Cct4,Wdr43,Yars2,Yars1,Eef1d,Rexo4,Xpo5,Ddx54,Ubxn1,Gtf2h2,Faf1,Kdm5c,Nudt9,Hdac3,Usp1,Rack1,Slc16a7,Gps1,Dis3,Psmg1,Ino80b,Sf3b2,Rtel1,Htt,Dgkz,Topbp1,Pola2,Jund,Sympk,Skic3,Tab1,Gpatch3,Thoc5,Mapkapk3,Drg1,Ppm1g,Nelfe,Cfdp1,Nelfcd,Trappc12,Ergic1,Ptpa,Eftud2,Brat1,Nop56,Polr2c,Ddx21,Gnl3,Akr1b1,Nfu1,Prmt6,Polr1c,Upf1,Ptma,Thap4,Med25,Rbm19,Msh2,Sdad1,Srsf1,Prpf8,Mis18a,Ipo7,Uba2,Scrib,Ehmt2,Nvl,0610010K14Rik,Cops4,Prcc,Qsox2,Gemin2,Rbm10,Get4,Mcrs1,Khsrp,Polr1d,Faap100,Rufy1,Fbxo3,Snrnp70,Dmap1,Nfkbil1,Cabin1,Cops9,Htatsf1,Ercc3,Ints7,Kmt5c,Ddx19a,Itfg2,Uqcc3,Nbn,Snrnp200,Hira,Taf1a,Zdhhc7,Eif3a,Supt3,Dhx33,Sf3a3,Leo1,Syvn1,Hnrnpm,Dapk3,Nop14,Get3,Adrm1,Zpr1,Babam1,Mxi1,Taf5l,Ncaph2,Rnf40,Mtor,Paxip1,Prpf4,Sphk2,Usp45,Taf15,Psmc4,Cxxc1,Parn,Ecpas,U2af2,Pphln1,Smyd3,Mre11a,Pnn,Mapkap1,Zfp330,Atf1,Uri1,Gga1,Smarca4,Ngdn,Dnttip2,Stub1,Drosha,Nfx1,Psme3ip1,Senp3,Lypla2,Zc3h18,Smarcal1,2310022A10Rik,Keap1,Ctbp1,Exosc10,Parg,Rptor,Hnrnpu,Ehmt1,Sart1,Prpf6,Supt6,Usf2,Gtf3c1,Gtf3c2	3396	6onl_p	1.43717660478698	0.136631330977621	0.266207687894435
GO:0030686	90S preribosome	0.000906347737676921	0.000906347737676921	3.0427051449506	Noc4l,Nol6,Wdr12,Bms1,Wdr3,Imp4,Rrp7a,Wdr36,Mphosph10,Heatr1,Nop9,Utp6,Nop14	24	6onl_p	6.14917440660475	0.541666666666667	0.00804953560371517
GO:0045254	pyruvate dehydrogenase complex	0.0030365665044064	0.0030365665044064	2.51761720287323	Pdk2,Pdhb,Dlat,Pdha1,Pdk1,Dld	7	6onl_p	23.4900704676489	0.857142857142857	0.00896860986547085
GO:0045240	alpha-ketoacid dehydrogenase complex	0.00591428673645508	0.00591428673645508	2.228097623834	Pdk2,Abhd11,Pdhb,Dlat,Pdha1,Pdk1,Dld	12	6onl_p	15.98629795715	0.583333333333333	0.0104633781763827
GO:1905354	exoribonuclease complex	0.00632857953420968	0.00632857953420968	2.1986937575469	Exosc6,Supv3l1,Exosc5,Exosc2,Las1l,Pnpt1,Wdr74,Exosc4,Exosc1,Dis3,Nvl,Pan2,Exosc10	26	6onl_p	5.35768556399766	0.5	0.0075978959672706
GO:1990204	oxidoreductase complex	0.0112337942269462	0.0112337942269462	1.94947353549996	Acacb,Pdk2,Gpd1l,Abhd11,Pdhb,Dlat,Pdha1,Gcsh,Pdk1,Ndufv1,Dld,Ndufa5,Ldha,Sdhb,Dbt,Cox6b1,Cyb5b,Dlst	60	6onl_p	4.45	0.3	0.0145631067961165
GO:0110142	ubiquinone biosynthesis complex	0.0119977012549723	0.0119977012549723	1.92090195627857	Coq9,Coq7,Coq3,Coq5,Coq4	6	6onl_p	24.9238716693855	0.833333333333333	0.00815660685154975
GO:0019867	outer membrane	0.0129599475829298	0.0129599475829298	1.88739675498474	Syne4,Nucb2,Sfxn2,Gpam,Abcb6,Samm50,Tomm22,Phb2,Gk,Coasy,Acsl1,Pebp1,Akap1,Mtx2,Aifm1,Tomm6,Mtx1,Nipsnap2,Retsat,Letmd1,Tomm70a,Cox14,Vdac1,Rab11fip5,Miga1,Vdac2,Msto1,Clmn,Bax,Tomm20,Bri3bp,Ass1,Rtn4ip1,Opa1,Rmdn3,Tomm40l,Asl,Cyb5b,Mtarc2,Qtrt1,Mfn2,Dele1,Usp30,Rhot2,Smpd4	211	6onl_p	2.47945135493333	0.213270142180095	0.0285351934051997
GO:0031968	organelle outer membrane	0.0129599475829298	0.0129599475829298	1.88739675498474	Syne4,Nucb2,Sfxn2,Gpam,Abcb6,Samm50,Tomm22,Phb2,Gk,Coasy,Acsl1,Pebp1,Akap1,Mtx2,Aifm1,Tomm6,Mtx1,Nipsnap2,Retsat,Letmd1,Tomm70a,Cox14,Vdac1,Rab11fip5,Miga1,Vdac2,Msto1,Clmn,Bax,Tomm20,Bri3bp,Ass1,Rtn4ip1,Opa1,Rmdn3,Tomm40l,Asl,Cyb5b,Mtarc2,Qtrt1,Mfn2,Dele1,Usp30,Rhot2,Smpd4	211	6onl_p	2.47945135493333	0.213270142180095	0.0285351934051997
GO:0017101	aminoacyl-tRNA synthetase multienzyme complex	0.0217271236438373	0.0217271236438373	1.66299776416695	Eprs1,Kars1,Rars1,Qars1,Aimp2,Dars1,Aimp1	12	6onl_p	11.8567997043607	0.583333333333333	0.00776053215077605
GO:0005741	mitochondrial outer membrane	0.0236114444064678	0.0236114444064678	1.62687744457858	Sfxn2,Gpam,Abcb6,Samm50,Tomm22,Phb2,Gk,Coasy,Acsl1,Pebp1,Akap1,Mtx2,Aifm1,Tomm6,Mtx1,Nipsnap2,Letmd1,Tomm70a,Cox14,Vdac1,Rab11fip5,Miga1,Vdac2,Msto1,Bax,Tomm20,Bri3bp,Ass1,Rtn4ip1,Opa1,Rmdn3,Tomm40l,Asl,Cyb5b,Mtarc2,Qtrt1,Mfn2,Dele1,Usp30,Rhot2	184	6onl_p	2.54187000887311	0.217391304347826	0.0255102040816327
GO:0000428	DNA-directed RNA polymerase complex	0.0252651342995011	0.0252651342995011	1.59747838888123	Polr1b,Ccnh,Gtf2h3,Rpap1,Polr2h,Gtf2h1,Polr1a,Gtf2h4,Polr1e,Polr3h,Polrmt,Polr2i,Mnat1,Polr3k,Polr3c,Gtf2h2,Pola2,Polr2c,Polr1c,Prim2,Polr1d,Ercc3,Supt3,Leo1,Taf5l	93	6onl_p	3.03291976840364	0.268817204301075	0.0153846153846154
GO:0070013	intracellular organelle lumen	0.0285635082329206	0.0285635082329206	1.54418845261615	Sycp1,Pdk4,Sapcd2,Acacb,Rangrf,Nme4,Pam16l,Eef1akmt3,Tead4,Ddo,Gm38393,Rps6ka6,Acss1,Rps27rt,Sardh,Snhg14,Barx2,Bckdk,Prodh,Mrpl34,Ada,Aire,Cdc20,Plk1,Gm22357,Dyrk3,Lyar,Mif,Mrps12,Bckdhb,Gemin6,Npm3,Tkt,Dctpp1,Cpox,Thrsp,Pold2,Nek2,Shmt1,Abcb8,Abhd5,Fahd1,Amt,Npm1,Dnmt3b,Abcb6,Bcat2,Mrpl9,Acsf3,Cdca7l,Clpp,Fen1,Macrod1,Aurka,Mybl2,Wdr55,Pdk2,Epb41l4aos,Prdx3,Chchd10,Nle1,Exosc6,Ak4,Birc5,Phb2,Poldip2,Tsfm,Mrps27,Naa10,Tufm,Prpf31,Mtg1,Nfs1,Commd9,Timm13,Mrpl15,Tfb1m,Acat1,Hspa9,Mrpl42,Zfp692,Xrcc6,Parp1,Mrps5,Dars2,Dhodh,Gemin5,Snrpn,Xpot,Hdgf,Lage3,Gadd45gip1,Coasy,Mccc2,Abhd11,Paox,Ruvbl2,Ak2,Acly,Mtap,Cln6,Mrps24,Sars2,Ppif,Mrpl28,Pdhb,Bod1,Mipep,Lars2,Poll,Sh3bgrl2,Mrps15,Mrpl18,Dlat,Polr1b,Pop5,Oma1,Apex1,Coq5,Tmem70,Supv3l1,Fam20c,Epop,Tsen2,Acadm,Dph1,Rrs1,Adrm1b,Mrpl21,Pdha1,Zranb3,Srp54b,Ccnh,Rars1,Exosc5,Grsf1,Gpatch4,Mfap3l,Mtres1,Ptcd3,Gtf2h3,Tst,Ndufa10,Pdzd7,Mrps23,Peg10,Wdr46,Agpat5,Uchl5,Tfap4,Abcf1,Clns1a,Esrra,Idh3g,Lonp1,Ruvbl1,Cep131,Mettl1,Gtf3a,Pwp1,Fkbp4,Pank1,Mrps34,Mrpl16,Hmgn5,Mrpl19,Acaca,Timm50,Exosc2,Atpaf2,Tfdp1,Ndufa9,Mrps18b,Mrps30,Ecd,Mrpl47,Psma7,Cox15,Mrpl45,Ivd,Nme6,Atp5f1b,Lyrm4,Got2,Ddx20,Nmral1,Gins4,Mrps7,Uqcrc2,Rpp40,Pdk1,Chchd1,Fancl,Kdm8,Nudt1,Hdhd3,Bud23,Smarcd2,Cox10,Stoml2,Tsen54,Anp32b,Pitrm1,Cdk2ap1rt,Ndufs1,Mrpl2,Utp14a,Srp68,Ciao2a,Gatm,Iars2,Mrps22,Rnf126,Gnpat,Skp2,Lrrc59,Ddx39a,Dcps,Abhd17a,Ipo11,Mrpl10,Ung,Mrpl37,Rab26os,Banf1,Drg2,Mrpl57,Mtx2,Dna2,Rae1,Ndufs3,Mrpl11,Haspin,Aifm1,Lmnb2,Mrpl46,Mrpl40,Ints4,Sox12,Mlh1,Tonsl,Setd6,Mrpl53,Rpf2,Gcdh,Mrpl44,Brca2,Noc4l,Chtf18,Dld,Bcas2,Mdh2,Mtg2,Msra,Nmnat1,Ndufs2,Cdca8,Dera,Gar1,Ddx18,Hirip3,Mrpl39,Slc25a5,Prorp,Ccna2,Srebf1,Rcc2,Aurkaip1,Ebna1bp2,Mrpl3,Mrpl4,Fbl,Ndufb5,Letmd1,Uchl3,Dhx37,Ran,Rsl24d1,Timm44,Nol6,Wdr12,Ncl,Xpo4,Cdc34,Ddx1,Rps2,Telo2,Xrcc5,Arfip2,Aaas,Cox4i1,Dap3,Trim27,Cpsf1,Nup205,Eral1,Hspe1,Faap24,Polr2h,Rps6ka1,Vdac1,Dtymk,Gfer,Gtf2h1,Sdhb,Ddx27,Ccne1,Las1l,Mtif2,Gusb,Knop1,Dhx16,Sppl2b,Gm10053,Lrrc45,Etfa,Jade1,Psmd7,Snrnp25,Pnpt1,Mrpl17,Rpl18,Rfc4,Riox1,2810004N23Rik,Mbd3,Fars2,Mmut,Mrpl38,Recql4,Nol9,Mrpl58,Mix23,Spr,Clpb,Wdr77,Cops7a,Rpl7a,Park7,Arhgap11a,Cc2d1b,Ssrp1,Prpf19,Foxc1,Nol7,Cacybp,Kpna2rt,Dnajc15,Dbt,Utp20,Mrpl22,Mcm5,Dcaf17,Cenpv,Timmdc1,Prelid3b,Polr1a,Llph,Vdac2,Arl6ip4,Set,Irak1,Gtf2h4,Nsun5,Rpp14,Fance,Polr1e,A430005L14Rik,Sirt5,Wdr18,Eci1,Atmin,Nudcd1,Mrps21,Dennd2d,Rtcb,Bms1,Nup37,Pelp1,Emg1,Fastkd2,Rfc1,Sap30,Wdr3,Snrpa1,Imp4,Sae1,Polr3h,Apobec3,Ola1,Thoc3,Mri1,Pccb,Cct8,Polrmt,Ctsd,Hadh,Ppid,Polr2i,Osbpl7,Rrp7a,Xrcc1,Wdr36,Ighmbp2,Elp2,Rbm17,Fh1,Bccip,Fastkd1,Ndufab1,Dpy30,Rps12,Rida,Ass1,Opa1,Zbtb12,Rpl27,Sdha,Grwd1,Ccdc91,Eef1a1,Cpt2,Psme3,Guf1,Pmpca,Echs1,Pdxk,Rps3,Grpel1,Mphosph10,Wdr74,Dnajc19,Heatr1,Ero1a,Pold1,Kpnb1,Pum3,Naa12,Incenp,Mrpl51,Mrpl30,Srp19,Pcbp1,Ibtk,Immt,Aco2,Mnat1,Cwc22,Cdk5rap3,Eif2d,Snrnp40,Minpp1,Ddx23,Mrps18a,Med30,Cited2,Mvd,Ddx11,Hikeshi,Pcca,Dnmt1,Prkcz,Polr3c,Ogg1,Tdp1,Wdr4,Atm,Nop9,Kmt5a,Cdk5rap1,Nup107,Dnajc2,Aagab,Cdt1,Clpx,Traf4,Hdac10,Elp3,Zcchc17,Tcof1,Riox2,Fbxw7,Edem3,Elp4,Dlst,Mrm2,2410006H16Rik,Chek2,Rpl11,Dnlz,Rbm45,P3h2,Mrps25,Ak3,Mrfap1,Nabp2,Cyb5rl,Bag1,Exosc4,Gm29170,Cct4,Wdr43,Rps10,Exosc1,Yars2,Yars1,Eef1d,Mettl5,Rexo4,Rps6,Xpo5,Ddx54,Fdx2,Ubxn1,Gtf2h2,Ddx51,Faf1,Kdm5c,Pex14,Nudt9,Hdac3,Maip1,Tars2,Usp1,Pih1d1,Ssbp1,Rack1,Slc16a7,Gps1,Dis3,Psmg1,Iba57,Nob1,Rps14,Rps16,Ino80b,Sf3b2,Rtel1,Htt,Dgkz,Hmgcl,Topbp1,Pola2,Jund,Sympk,Skic3,Tab1,Gpatch3,Thoc5,Mapkapk3,Drg1,Ppm1g,Nelfe,Sil1,Cfdp1,Nelfcd,Fpgs,Acaa1a,Trappc12,Mlycd,Ergic1,Ptpa,Eftud2,Mrps9,Brat1,Ccnb1,Nop56,Polr2c,Ddx21,Gnl3,Mrpl49,Akr1b1,Nfu1,Prmt6,Polr1c,Upf1,Prim2,Ears2,Ptma,Thap4,Med25,Snhg16,Rbm19,Msh2,Sdad1,Pmpcb,Srsf1,Prpf8,Mis18a,Ipo7,Uba2,Scrib,Chchd2,Ehmt2,Nvl,0610010K14Rik,Cops4,Prcc,Qsox2,Gemin2,Tor1a,Rbm10,Edem2,Get4,Mcrs1,Khsrp,Kcnq1ot1,Polr1d,Faap100,Rufy1,Fbxo3,Snrnp70,Dmap1,Rbm28,Utp6,Nol11,Nfkbil1,Cabin1,Cops9,Htatsf1,Ercc3,Rps3a1,Ints7,Kmt5c,Ddx19a,Itfg2,Uqcc3,Nbn,Snrnp200,Hira,Taf1a,Zdhhc7,Eif3a,Supt3,Dhx33,Sf3a3,Rps9,Leo1,Cox17,Syvn1,Hnrnpm,Dapk3,Nop14,Get3,Adrm1,Zpr1,Babam1,Mxi1,Cetn3,Taf5l,Ncaph2,Rnf40,Mtor,Paxip1,Mettl4,Prpf4,Sphk2,Usp45,Taf15,Psmc4,Cxxc1,Rrp1,Parn,Ecpas,U2af2,Ptcd1,Pphln1,Smyd3,Mccc1,Mre11a,Pnn,Mapkap1,Zfp330,Atf1,Uri1,Gga1,Smarca4,Ngdn,Dnttip2,Stub1,Drosha,Nfx1,Psme3ip1,Senp3,Trmt2b,Lypla2,Zc3h18,Ddx47,Smarcal1,2310022A10Rik,Keap1,Ctbp1,Exosc10,Parg,Rptor,Calr,Hnrnpu,Dnajb11,Urb2,Pcsk7,Ehmt1,Sart1,Prpf6,Ddrgk1,Supt6,Usf2	4398	6onl_p	1.69436465991895	0.160527512505684	0.406447898675878
