"gene_set","query","significant","p_value","term_size","query_size","intersection_size","precision","recall","term_id","source","term_name","effective_domain_size","source_order","parents","evidence_codes","intersection","neg_log10_pval"
"6onl_n","query_1",TRUE,2.66916748832506e-06,554,779,56,0.0718870346598203,0.101083032490975,"MIRNA:mmu-miR-340-5p","MIRNA","mmu-miR-340-5p",18334,1522,"MIRNA:000000","MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA","Cntnap2,Lsamp,Kif5c,Ndnf,P2ry1,Grem2,Slc7a2,Pde7b,Fam227a,Sort1,Stxbp1,Igfbp3,Megf9,Pfn2,Chl1,Vcam1,Reck,Cdk19,Pcdhb17,Prnp,Enpp2,Purg,Emp2,Slc25a24,Pam,Dbndd2,Plat,Ugdh,Csgalnact2,Psd3,Ttc39b,Zcchc24,Aff4,Scmh1,Ank,Sema5a,Acer3,Akt3,Enc1,Adam10,Syap1,Tmem106b,Cyth3,Plekha3,Chd9,Nptn,G3bp2,Xpr1,Mast2,Skil,Map3k2,Prkaa1,Fcho2,Acap2,Ccser2,Prkar1a",5.57362417369352
"6onl_n","query_1",TRUE,2.48812992721221e-05,366,786,41,0.0521628498727735,0.112021857923497,"MIRNA:mmu-miR-301b-3p","MIRNA","mmu-miR-301b-3p",18334,1394,"MIRNA:000000","MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA","Asic2,Lsamp,Kif5c,Inhbb,Grem2,Chst1,Aldh3a2,Map1b,Gng12,Tef,Pfn2,Smoc2,Dsel,Prnp,Homez,Epdr1,Cep112,Dcbld2,Ro60,Psd3,Zcchc24,Cdc42bpa,Nf1,Itm2b,Aff4,Rb1,Tacc1,Il6st,Pcnx1,Csrnp2,Frmd4a,Adam10,Mtmr6,Cpeb4,Btbd7,Taok1,Mindy2,Fcho2,Rnf103,Setd7,Zdhhc8",4.60412694504311
"6onl_n","query_1",TRUE,5.0308637539397e-05,358,773,39,0.0504527813712807,0.108938547486034,"MIRNA:mmu-miR-30e-5p","MIRNA","mmu-miR-30e-5p",18334,1474,"MIRNA:000000","MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA","Ptprz1,Pgr,Lsamp,Kif5c,Zfp9,Fam227a,Osmr,Rnf24,Pfn2,Magi2,Sgtb,Cdk19,Lhfpl2,Ehbp1,Serpine1,Ncam1,Csf1,Twsg1,Epha4,Sema6d,Pttg1ip,Fndc3b,Btbd3,Aff4,Dipk2a,Atp8b2,Akt3,Mier3,Enc1,Mecp2,Slc36a4,Gnai2,Mtmr6,Cpeb4,Xpr1,Mtf1,Dnajc3,Sfmbt1,Acap2",4.29835744409612
"6onl_n","query_1",TRUE,0.000222583339224927,395,775,40,0.0516129032258065,0.10126582278481,"MIRNA:mmu-miR-17-5p","MIRNA","mmu-miR-17-5p",18334,1190,"MIRNA:000000","MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA","Lsamp,Kif5c,F3,Map2,Tbx3,Slc7a2,Timp1,Fam227a,4931406C07Rik,Megf9,Pfn2,Smoc2,Chl1,Tceal1,Ncam1,Dcbld2,Mapre3,Sqstm1,Itgb8,Ago4,Nf1,Rab12,Aff4,Rb1,App,Rora,Akt3,Itm2c,Sh3bgrl,Capn2,Adam10,Bmpr2,Cpeb4,Skil,Taok1,Mindy2,Fcho2,Rnf103,Acap2,Ccser2",3.65250734653084
"6onl_n","query_1",TRUE,0.0002384875783315,295,704,31,0.0440340909090909,0.105084745762712,"MIRNA:mmu-miR-223-3p","MIRNA","mmu-miR-223-3p",18334,1339,"MIRNA:000000","MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA","Pgr,Lsamp,Ndnf,F3,Map1b,Sgsm1,Il6,Eva1a,Lonrf3,Adcy1,Prnp,Epdr1,Pkia,Sox6,Sdc2,Scd1,Ptpn9,Tmem67,Socs5,Psd3,Zcchc24,Cdc42bpa,Nf1,C9orf72,Dipk2a,Plod1,Akt3,Enc1,Mecp2,Pgrmc1,Xpr1",3.62253423634116
"6onl_n","query_1",TRUE,0.00412919621702004,373,771,36,0.046692607003891,0.096514745308311,"MIRNA:mmu-miR-425-5p","MIRNA","mmu-miR-425-5p",18334,1615,"MIRNA:000000","MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA","Kif5c,Grem2,Dlgap1,Map1b,Zfp760,Agps,Tlcd4,Megf9,Tef,Cemip2,Pcdhb17,Prnp,Cdc14a,Pkia,Map9,Cdc42bpa,Trp53inp2,Aff4,Il6st,Lasp1,Mier3,Tmem30a,Frmd4a,Lrig2,Chd9,Cpeb4,Xpr1,Hivep1,Slc30a1,Nmt2,Taok1,B230219D22Rik,Adnp2,Prkx,Mindy2,Mysm1",2.38413447921192
"6onl_n","query_1",TRUE,0.00568543310848423,487,775,43,0.0554838709677419,0.0882956878850103,"MIRNA:mmu-miR-9-5p","MIRNA","mmu-miR-9-5p",18334,2026,"MIRNA:000000","MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA","Lsamp,Kif5c,Opcml,Aldh3a2,Bcl6,Klf8,Arhgap6,Megf9,Tef,Chl1,Map6,Adcy1,Armcx2,Prnp,Creb3l2,Scd1,Plat,Socs5,Psd3,Dlg4,Sema6d,Nf1,Dnajb4,Mmd,Cxxc5,Runx1,Tacc1,Pcnx1,Acer3,Akt3,Itm2c,Csrnp2,Frmd4a,Adam10,Lrig2,Vps37a,Syap1,Pgrmc1,Tmem184b,Nmt2,Mindy2,Slc9a1,Ccser2",2.24523644575899
"6onl_n","query_1",TRUE,0.0262354997084725,263,779,26,0.0333761232349166,0.0988593155893536,"MIRNA:mmu-miR-362-5p","MIRNA","mmu-miR-362-5p",18334,1563,"MIRNA:000000","MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA","Lsamp,Opcml,Map2,Aldh3a2,Tmtc1,Igf1,Stxbp1,Chl1,Lonrf3,Emp2,Prkca,Pttg1ip,Mmd,Acer3,Akt3,Itm2c,Sh3bgrl,Mecp2,Pgrmc1,Xiap,Cpeb4,Xpr1,Taok1,Rnf103,Exoc6b,Prkar1a",1.58111065936481
"6onl_n","query_1",TRUE,0.041455066608647,400,793,35,0.0441361916771753,0.0875,"MIRNA:mmu-miR-149-5p","MIRNA","mmu-miR-149-5p",18334,1175,"MIRNA:000000","MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA","Tns4,Igfbp5,Opcml,F3,Flrt1,Pde7b,Tmtc1,Rnf24,Tef,Cemip2,Reck,Cdk19,Plekhh2,Adcy1,Prnp,Twsg1,Epha4,Zcchc24,Ppp1r2,Nf1,Trp53inp2,Ptpn12,Dipk2a,Il6st,Mecp2,Nptn,Ssbp2,Btd,Efcab14,Elf2,Braf,Ccser2,Tmem127,Setd7,Ptpn5",1.38242238270825
"6onl_n","query_1",TRUE,2.33499581365446e-06,90,465,17,0.0365591397849462,0.188888888888889,"REAC:R-MMU-381426","REAC","Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)",18334,1276,"REAC:R-MMU-392499","REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC","Fgg,Meltf,Pappa2,Igfbp5,Cst3,Stc2,F5,Timp1,Gas6,Igf1,Igfbp3,Il6,Eva1a,Prss23,Csf1,Sdc2,Lgals1",5.63171389373101
"6onl_n","query_1",TRUE,4.94116547364227e-05,84,465,15,0.032258064516129,0.178571428571429,"REAC:R-MMU-8957275","REAC","Post-translational protein phosphorylation",18334,1103,"REAC:R-MMU-597592","REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC","Fgg,Meltf,Igfbp5,Cst3,Stc2,F5,Timp1,Gas6,Igfbp3,Il6,Eva1a,Prss23,Csf1,Sdc2,Lgals1",4.30617060187128
"6onl_n","query_1",TRUE,0.000641922168196098,4,135,3,0.0222222222222222,0.75,"REAC:R-MMU-2473224","REAC","Antagonism of Activin by Follistatin",18334,112,"REAC:R-MMU-1502540","REAC,REAC,REAC","Inhba,Inhbb,Fst",3.19251762609326
"6onl_n","query_1",TRUE,0.00490321047048349,1800,316,62,0.19620253164557,0.0344444444444444,"REAC:R-MMU-162582","REAC","Signal Transduction",18334,1427,"REAC:0000000","REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC","Ptprz1,Pgr,Inhba,Trpc6,Fgg,Greb1,Itga2,Ptn,Btc,Rasgrf1,P2ry1,Inhbb,Areg,Tns4,Fgf2,Lgr5,Dhrs9,Adh1,Gfra1,Fgb,Gna14,Flrt3,Grem2,Wnt5b,Gli1,Nhs,Fst,Aldh3a2,Wnt7b,Cysltr1,Fzd3,Ednra,Thbs4,Tacr1,Pde7b,Wnt4,Aldh1a3,Wnt5a,Htr2a,Mamld1,Mras,Ngfr,Igf1,Esr1,Jag1,Rgs9,Fgfr1,Aldh1a1,Arhgap6,Etv4,Kitl,Egr2,Pla2g4a,Tuba1a,Basp1,Flrt2,Il6,Adcy5,Gng12,Lpar1,Pfn2,Ccl11",2.30951946424765
"6onl_n","query_1",TRUE,0.00839527826096918,100,614,14,0.0228013029315961,0.14,"REAC:R-MMU-114608","REAC","Platelet degranulation ",18334,1092,"REAC:R-MMU-76005","REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC","Fgg,Fgb,F5,Timp1,Gas6,Igf1,Endod1,Lhfpl2,Selp,Vegfc,Ecm1,Lamp2,Abcc4,App",2.07596490462412
"6onl_n","query_1",TRUE,0.0125737667380756,104,614,14,0.0228013029315961,0.134615384615385,"REAC:R-MMU-76005","REAC","Response to elevated platelet cytosolic Ca2+",18334,1343,"REAC:R-MMU-76002","REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC","Fgg,Fgb,F5,Timp1,Gas6,Igf1,Endod1,Lhfpl2,Selp,Vegfc,Ecm1,Lamp2,Abcc4,App",1.9005346007145
"6onl_n","query_1",TRUE,0.0293172209530197,4,236,3,0.0127118644067797,0.75,"REAC:R-MMU-2142670","REAC","Synthesis of epoxy (EET) and dihydroxyeicosatrienoic acids (DHET)",18334,1543,"REAC:R-MMU-2142753","REAC,REAC,REAC","Cyp1b1,Ephx2,Cyp2j6",1.53287719985527
"6onl_n","query_1",TRUE,0.0295771583898075,191,663,21,0.0316742081447964,0.109947643979058,"REAC:R-MMU-1474244","REAC","Extracellular matrix organization",18334,472,"REAC:0000000","REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC","Fgg,Itga2,Col25a1,Fgf2,Fgb,Timp1,Icam5,Bgn,Bmp7,Vcam1,Dcn,Col14a1,Sdc2,Itgav,Itgb8,Col11a1,Cd47,App,Plod1,Capn2,Adam10",1.52904355295261
"6onl_n","query_1",TRUE,0.046134943084315,17,204,4,0.0196078431372549,0.235294117647059,"REAC:R-MMU-3238698","REAC","WNT ligand biogenesis and trafficking",18334,1733,"REAC:R-MMU-195721","REAC,REAC,REAC,REAC","Wnt5b,Wnt7b,Wnt4,Wnt5a",1.33597001083219
"6all_n","query_1",TRUE,2.15685333154734e-11,129,499,28,0.0561122244488978,0.217054263565891,"GO:0022612","GO:BP","gland morphogenesis",18334,6619,"GO:0009887,GO:0048732","IMP,IMP,IMP ISO,IMP,IMP,IGI,IMP,IDA IMP IGI,IMP,IDA IMP IGI,IMP,IMP,IMP,IDA IMP,IDA IMP,IDA IMP,IDA IMP,ISO,IMP,IMP IGI,IEA,IMP,IMP,IMP,IMP,IDA IMP ISO IEA,IDA,IMP","Pgr,Msx2,Ptn,Areg,Igfbp5,Ntn1,Gli1,Tbx3,Wnt4,Wnt5a,Tgm2,Igf1,Esr1,Fgfr1,Etv4,Il6,Bmp7,Plau,Ccl11,Ar,Ccl2,Snai2,Csf1,Prox1,Twsg1,Tnf,Sulf1,Foxa1",10.6661793864067
"6all_n","query_1",TRUE,1.36241281944e-10,2316,560,156,0.278571428571429,0.0673575129533679,"GO:0009653","GO:BP","anatomical structure morphogenesis",18334,3571,"GO:0032502,GO:0048856","IDA ISO,IMP,IDA ISS ISO IEA,IMP,ISO,IMP,IMP IGI IBA,IMP IGI,ISO IEA,IMP,IMP ISO,IMP,IMP IBA,IMP,IMP ISS ISO IEA,ISS ISO IEA,IMP,IMP,IDA IGI ISS ISO IBA IEA,ISO IEA,IGI,IDA IMP IGI ISO IBA,IEA,IMP,ISO,IDA IEA,TAS,IEA,ISS,IMP ISS ISO IEA,IMP IBA,ISS TAS IEA,ISS ISO IEA,IMP IGI,IDA IMP IGI,IEA,IMP IGI ISO IEA,IDA IMP IGI ISS ISO IEA,IMP,ISO IEA,ISO IEA,ISS ISO IEA,IDA IMP IGI ISO IEA,ISO IEA,IMP IGI,IMP IBA,ISO IEA,IMP,IMP IGI ISO,ISO IEA,IDA IMP IGI ISO IEA,IMP IGI,IMP IGI ISO IBA IEA,IMP IGI,IDA IMP IGI ISO TAS IEA,IMP,IMP IGI,IMP ISS,IMP ISO IEA,IMP IGI,IMP,IMP ISS ISO IEA,IDA IMP IGI TAS,IGI,IMP IGI,IMP,IDA IMP,IDA IMP IGI,IMP,IMP,IMP IGI IEA,IDA IMP ISO,IBA,IDA IMP IGI ISO IEA,IDA IBA IEA,ISO,IMP ISO IEA,IMP,ISS IEA,IEA,IDA IMP,ISO IEA,IMP IEA,IMP,IMP ISO IEA,IEA,IMP IGI,ISS ISO IEA,ISO IEA,IMP IBA,IGI,IMP TAS IEA,IMP,IMP IGI TAS,ISS ISO IBA IEA,IEA,IMP,IDA IMP,IEA,IMP IGI IEA,IMP,IMP,IEA,IMP IEP ISO IEA,IMP IGI,ISO IEA,IMP IGI,IMP ISO IBA IEA,ISO IEA,IMP,IMP,IGI,IMP,IDA IMP ISO IBA IEA,IMP IBA,IMP ISS ISO IEA,ISS ISO IEA,ISO IBA NAS IEA,IMP IGI ISO IEA,IDA IMP ISO IEA,IMP,IDA ISO IBA IEA,ISS IEA,ISS,IDA ISS ISO IEA,IMP IGI,IDA IMP ISO IEA,IEA,IBA,ISS ISO,ISO,ISS ISO IEA,ISS ISO IEA,IMP,ISO IEA,IMP IGI IBA,IMP IGI IEA,IEA,IMP IEA,IBA,IMP ISO IEA,IMP IGI,IMP,ISO,IDA IMP IGI ISO IBA IEA,IMP IBA,IMP,IMP,IEA,ISO IEA,IMP,IDA ISO,ISO IBA,IMP,IGI,IEP","Ptprz1,Pgr,Inhba,Cyp1b1,Trpc6,Cntnap2,Msx2,Krt6a,Itga2,Pappa2,Ptn,Col25a1,Kif5c,Upk3a,Ndnf,P2ry1,Areg,Igfbp5,Fgf2,Ptgs2,Lgr5,Ntn1,Hey1,Ugt8a,Cst3,Tnfrsf11b,Gfra1,Lratd1,Slc44a4,Flrt3,Grem2,Wnt5b,Chi3l1,Gli1,Hey2,F3,Map2,Tbx3,Fst,Alox12,Stc1,Lepr,Wnt7b,Cysltr1,Fzd3,Meis1,Crispld1,Etv1,Ednra,Thbs4,Wnt4,Aldh1a3,Map1b,Heyl,Wnt5a,Tgm2,Bcl6,Alcam,Ngfr,Igf1,Esr1,Jag1,Fgfr1,Aldh1a1,Gcnt4,Tm4sf1,Etv4,Egr2,Tuba1a,Stxbp1,Flrt2,Il6,Megf9,Bmp7,Nyap1,Plau,Rbm20,Smarcd3,Cemip2,Ank2,Lpar1,Smoc2,Chl1,Vcam1,Ccl11,Sema3b,Ar,Prag1,Dcn,Reck,Frmd6,Ccl2,Nox4,Snai2,Map6,Tnfaip2,Adcy1,Chn1,Serpine1,Hoxb2,Zfp385a,Csf1,Cd44,Prox1,Twsg1,Hmox1,Tbx15,Ecscr,Enpp2,Nectin3,Sox6,Matn2,Epb41l3,Vegfc,Sdc2,Emp2,Cd34,Itgav,Wls,Tnf,Ttbk2,Serpinf1,Emcn,Rhoc,Sulf1,Prdm1,Spred1,Hmcn2,Meis3,Tmt1a,S100a13,Itgb8,Ecm1,Adamts15,Camk1,Foxa1,Col11a1,Prkca,Anxa2,Csrp2,Map3k20,Cdon,Ago4,Lifr,Epha4,Efnb1,Tsku,Ugdh,Cd47,Anxa3,Tasor,Dlg4,Sema6d,Snx10,Rara,Id3",9.86569127859077
"6all_n","query_1",TRUE,4.88380854114324e-10,469,529,53,0.100189035916824,0.113006396588486,"GO:0009611","GO:BP","response to wounding",18334,3539,"GO:0006950","ISO IBA IEA,IMP,IMP,ISS ISO,ISS,IMP,IEA,ISS IEA,IMP ISO IBA IEA,ISO IBA IEA,ISS ISO IEA,IDA IMP,IMP,IEA,IMP,IDA IMP IBA IEA,IMP,IGI,IDA,IEA,IMP,ISO IEA,ISO IEA,ISO IEA,ISO IEA,IDA ISO,IDA ISS IEA,IMP ISO IEA,IMP IBA NAS,ISO IEA,IEA,IEA,ISO IEA,IEA,IDA ISO IEA,TAS,IMP ISO IBA IEA,IEA,IEA,ISO IEA,IMP,IMP,IEA,ISS ISO IBA IEA,IDA ISO IEA,ISS,IMP,IDA,IEA,IMP NAS,NAS,IMP ISO IEA,IMP","Fgg,Msx2,Krt6a,Ptn,Apod,Ndnf,P2ry1,Inhbb,Fgf2,Fgb,Flrt3,Gli1,Abhd2,F3,Alox12,F5,Ednra,Wnt4,Timp1,Map1b,Gas6,Wnt5a,Igf1,Pla2g4a,Stxbp1,Il6,Entpd1,Ano6,Plau,Smoc2,Chl1,Tfpi2,Fbln1,Procr,Ccl2,Snai2,Cadm4,Serpine1,Cd44,Hmox1,Selp,Matn2,Cd34,Dcbld2,Tnf,Rhoc,Cdkn1a,Entpd2,Prkca,Anxa2,Plat,Epha4,Tsku",9.31124136994313
"6all_n","query_1",TRUE,1.28539296208606e-09,897,710,90,0.126760563380282,0.100334448160535,"GO:0030334","GO:BP","regulation of cell migration",18334,6780,"GO:0016477,GO:2000145","ISO,ISO,IMP ISO IEA,ISO IEA,IMP ISS ISO,ISS ISO IEA,ISO IEA,ISO IEA,IDA ISS ISO IBA IEA,ISO IEA,IDA IMP,ISO IEA,ISO,IMP,ISO IEA,ISO IEA,ISS ISO IEA,ISO,ISO IEA,ISO IEA,IGI,ISO IEA,ISO IEA,ISO IEA,ISO IEA,ISO IEA,ISO IEA,ISO IEA,ISO IEA,IDA,IMP ISO,IGI,ISO IEA,IGI,IMP ISO IEA,ISO IEA,ISO IEA,IMP ISO IEA,ISO IEA,ISS ISO,ISO IEA,ISO,ISO IEA,ISO IEA,IDA ISO IEA,ISO,ISO IC IEA,IEA,IGI ISO IEA,ISO IEA,ISO IEA,IMP IGI,IMP IGI ISO,ISO IEA,IDA ISO IBA IEA,ISS ISO IEA,IMP,ISO IEA,ISO IEA,ISO IEA,ISO IEA,ISS ISO IEA,IDA,IMP,IEA,IMP,ISO IEA,ISO IEA,ISO,ISO IEA,IDA IBA,ISS ISO IEA,IMP IGI ISO IEA,IBA,ISO IEA,ISO IEA,ISO IEA,ISS ISO IEA,ISO,ISO IEA,ISO IEA,ISO IEA,ISO IEA,IGI,ISO IEA,ISO IEA,IMP ISO IEA,IGI,ISO IEA,IEA","Ptprz1,Pgr,Cyp1b1,Itga2,Ptn,Apod,Igfbp5,Ptprt,Fgf2,Ptgs2,Ntn1,Wnt5b,Gli1,Abhd2,Alox12,Stc1,Myoc,Ednra,Thbs4,Tacr1,Wnt4,Timp1,Gas6,Wnt5a,Ngfr,Igf1,Jag1,Fgfr1,Mctp1,Kitl,Il1r1,Flrt2,Igfbp3,Bmp7,Ano6,Plau,Lpar1,Pfn2,Smoc2,Magi2,Ccl11,Fbln1,Dcn,Reck,Ccl2,Nox4,Snai2,Serpine1,Csf1,Prox1,Hmox1,Sele,Selp,Enpp2,Vegfc,Emp2,Itgav,Tnf,Ttbk2,Serpinf1,Rhoc,Sulf1,Spred1,Ecm1,Prkca,Mapre2,Gcnt2,Epha4,Cd47,Anxa3,Sema6d,Jak2,Nf1,Sema7a,Mgat5,Ssh1,App,Hyal2,Il6st,Akt3,Mospd2,Smurf2,Adam10,Lrig2,Bmpr2,Mecp2,Prr5l,Il33,Gnai2,Rock2",8.89096408231231
"6all_n","query_1",TRUE,1.51768067315434e-09,1238,575,101,0.175652173913043,0.0815831987075929,"GO:0007155","GO:BP","cell adhesion",18334,2719,"GO:0009987","ISO,IMP,TAS IEA,ISO IBA IEA,ISO IEA,IEA,ISO IBA IEA,ISO,ISS ISO IEA,ISS IBA,IDA,ISO IEA,IGI,ISO IBA IEA,IDA IMP ISO IC IEA,IEA,ISO IBA IEA,IMP,IBA IEA,IMP,IMP,ISS ISO IEA,ISO IEA,IMP IGI,IDA IBA IEA,IEA,IBA IEA,IBA IEA,IMP,IDA ISO,IMP,IMP ISS IBA,IMP IGI ISO IEA,ISS ISO IBA IEA,ISO IEA,ISO IEA,IBA IEA,IBA IEA,IBA IEA,IDA ISO IEA,IBA NAS IEA,IMP IBA,IBA IEA,IDA IEA,ISO IEA,IMP IEA,IDA ISO,ISS IEA,IGI ISO IEA,ISO IBA IEA,NAS,IDA,IEA,IDA IMP ISO IBA IEA,ISO,ISO IEA,IMP ISO IEA,IMP ISO IEA,IBA IEA,IBA IEA,IEA,IMP,IEA,IGI,IEA,IMP,IEA,ISO IEA,IEA,IMP ISO IBA IEA,IMP ISS ISO IBA IEA,ISO,IBA IEA,IDA IBA IEA,ISS ISO IEA,IBA TAS IEA,IDA ISS ISO IBA IEA,ISS ISO IBA IEA,IDA ISS ISO IBA TAS NAS IEA,IMP,IDA ISO IEA,ISS IEA,ISS,IDA ISO NAS IEA,IBA IEA,NAS IEA,IDA,ISO IBA NAS IEA,IEA,IMP,ISO IBA TAS,ISO IEA,ISO IEA,IDA,IDA,IMP ISO IBA IEA,IBA,ISO IEA,IDA ISS ISO NAS IEA,IMP IGI,IBA TAS IEA","Ptprz1,Cyp1b1,Cntnap2,Fgg,Meltf,Lsamp,Itga2,Ptn,Apod,Cldn10,Ndnf,Ptprt,Ntn1,Fgb,Flrt3,Ntm,Lrrc4,Alox12,Pcdhb19,Astl,Wnt7b,Myoc,Thbs4,Wnt4,Sorbs3,Cd200,Pcdhb21,Icam5,Gas6,Wnt5a,Tgm2,Cldn11,Bcl6,Alcam,Igf1,Jag1,Pcdhgb1,Pcdhb20,Pcdhb15,Arhgap6,Pcdhb16,Otoa,Pcdhga4,Kitl,Stxbp1,Flrt2,Il6,Entpd1,Bmp7,Plau,Smarcd3,Smoc2,Chl1,Vcam1,Magi2,Fbln1,Ccl2,Snai2,Pcdhb17,Cadm4,Serpine1,Prnp,Ncam1,Csf1,Cd44,Pde5a,Col14a1,Twsg1,Epdr1,Sele,Selp,Enpp2,Pcdhgb6,Nectin3,Peak1,Pcdh1,Emp2,Cd34,Itgav,Fgl2,Tnf,Emcn,Sulf1,Lgals1,Hmcn2,Itgb8,Egflam,Pcdh18,Prkca,Anxa2,Cdon,Gcnt2,Epha4,Efnb1,Socs5,Cd47,Dlg4,Rara,Jak2,Nf1,Pcdhgc3",8.81881959634279
