"gene_set","query","significant","p_value","term_size","query_size","intersection_size","precision","recall","term_id","source","term_name","effective_domain_size","source_order","parents","evidence_codes","intersection","neg_log10_pval"
"6onl_n","query_1",TRUE,4.93424884028149e-08,1102,695,101,0.145323741007194,0.0916515426497278,"GO:0040011","GO:BP","locomotion",18334,9899,"GO:0008150","ISO,ISO,IMP ISO IEA,ISO IEA,IMP ISS ISO,ISS ISO IEA,ISO IEA,ISO IEA,IDA ISS ISO IBA IEA,ISO IEA,IDA IMP ISS ISO,IEA,ISO IEA,ISO,IMP,ISO IEA,ISO IEA,IDA,IDA,ISS ISO IEA,ISO,ISO IEA,ISO IBA IEA,IGI,ISO IEA,ISS ISO IEA,IDA IGI ISO IEA,IMP,ISO IEA,ISO IEA,ISO IEA,ISO IEA,ISO IEA,IDA,IMP ISO,IGI IEA,ISO IEA,IGI,IMP ISO IEA,ISO IEA,ISO IEA,IMP ISO IEA,ISO IEA,ISO IEA,ISS ISO,ISO IBA IEA,ISO IEA,ISS ISO IEA,ISO IEA,ISO IEA,IDA ISS ISO IBA IEA,ISO,ISO IC IEA,IMP ISO IEA,IEA,IGI ISO IEA,ISO IBA IEA,ISO IEA,ISO IEA,IMP IGI,IMP IGI ISO,IEA,ISO IEA,IDA ISO IBA IEA,ISS ISO IEA,IMP ISO IEA,ISO IEA,ISO IEA,ISO IEA,ISO IEA,ISS ISO IEA,IDA,IMP,IEA,IMP,ISO IEA,ISO IEA,ISO,ISO IEA,IDA IBA,ISS ISO IEA,IMP IGI ISO IEA,IBA,ISO IEA,ISO IEA,IGI,ISO IEA,ISS ISO IEA,ISO,IEA,ISO IEA,IDA IBA IEA,ISO IEA,ISO IEA,IGI,IMP ISO IEA,ISO IEA,IMP ISO IEA,IGI,ISO IEA,IEA","Ptprz1,Pgr,Cyp1b1,Itga2,Ptn,Apod,Igfbp5,Ptprt,Fgf2,Ptgs2,Ntn1,Flrt3,Wnt5b,Gli1,Abhd2,Alox12,Stc1,Wnt7b,Cysltr1,Myoc,Ednra,Thbs4,Tacr1,Wnt4,Timp1,Gas6,Wnt5a,Bcl6,Ngfr,Igf1,Jag1,Fgfr1,Mctp1,Kitl,Il1r1,Flrt2,Igfbp3,Bmp7,Ano6,Plau,Lpar1,Pfn2,Smoc2,Vcam1,Magi2,Ccl11,Fbln1,Prag1,Dcn,Reck,Ccl2,Nox4,Snai2,Cadm4,Serpine1,Csf1,Cxcl1,Prox1,Hmox1,Sele,Selp,Ecscr,Enpp2,Vegfc,Emp2,Itgav,Tnf,Ttbk2,Serpinf1,Rhoc,Sulf1,Spred1,Ecm1,Prkca,Mapre2,Gcnt2,Epha4,Cd47,Anxa3,Sema6d,Jak2,Nf1,Sema7a,Mgat5,Ssh1,Vav3,App,Hyal2,Il6st,Sema5a,Akt3,Cxcl15,Mospd2,Adam10,Lrig2,Bmpr2,Mecp2,Prr5l,Il33,Gnai2,Rock2",7.30677895228527
"6onl_n","query_1",TRUE,7.6373966783614e-08,559,712,63,0.0884831460674157,0.112701252236136,"GO:2000147","GO:BP","positive regulation of cell motility",18334,25495,"GO:0040017,GO:0048522,GO:0048870,GO:2000145","ISO,ISO,ISO IEA,ISO IEA,IMP,ISO IEA,IDA ISS ISO IBA IEA,ISO IEA,ISS ISO,ISO IEA,ISO,ISO IEA,ISS ISO IEA,ISO,ISO IEA,ISO IBA IEA,ISO IEA,ISO IEA,IMP,ISO IEA,ISO IEA,IDA,IMP ISO,IGI,IMP ISO IEA,ISO IEA,ISO IEA,ISO IEA,ISO IEA,ISO,IDA ISO IEA,ISO,ISO IC IEA,IEA,IGI ISO IEA,ISO IEA,ISO IEA,IGI,IMP IGI,ISO IEA,IDA ISO IBA IEA,IMP,ISO IEA,IEA,IMP,ISO IEA,ISO IEA,ISO,ISO IEA,IDA IBA,ISS ISO IEA,IBA,ISO IEA,ISO IEA,ISO IEA,ISO,ISO IEA,ISO IEA,ISO IEA,ISO IEA,ISO IEA,IEA,IMP","Ptprz1,Pgr,Cyp1b1,Itga2,Ptn,Igfbp5,Fgf2,Ptgs2,Ntn1,Wnt5b,Gli1,Alox12,Myoc,Ednra,Thbs4,Tacr1,Gas6,Wnt5a,Bcl6,Igf1,Fgfr1,Kitl,Il1r1,Bmp7,Ano6,Plau,Lpar1,Smoc2,Ccl11,Fbln1,Ccl2,Nox4,Snai2,Serpine1,Csf1,Prox1,Hmox1,Sele,Selp,Enpp2,Vegfc,Itgav,Rhoc,Prkca,Mapre2,Gcnt2,Epha4,Cd47,Anxa3,Sema6d,Jak2,Sema7a,Mgat5,Ssh1,App,Il6st,Akt3,Mospd2,Adam10,Bmpr2,Gnai2,Rock2,Arhgef2",7.11705465201237
"6onl_n","query_1",TRUE,8.12028886545956e-08,541,750,63,0.084,0.11645101663586,"GO:0030335","GO:BP","positive regulation of cell migration",18334,6781,"GO:0016477,GO:0030334,GO:2000147","ISO,ISO,ISO IEA,ISO IEA,IMP,ISO IEA,IDA ISS ISO IBA IEA,ISO IEA,ISO IEA,ISO,ISO IEA,ISS ISO IEA,ISO,ISO IEA,ISO IEA,ISO IEA,ISO IEA,ISO IEA,ISO IEA,IDA,IMP ISO,IGI,IMP ISO IEA,ISO IEA,ISO IEA,ISO IEA,ISO IEA,ISO,IDA ISO IEA,ISO,ISO IC IEA,IEA,IGI ISO IEA,ISO IEA,ISO IEA,IGI,IMP IGI,ISO IEA,IDA ISO IBA IEA,IMP,ISO IEA,IEA,IMP,ISO IEA,ISO IEA,ISO,ISO IEA,IDA IBA,ISS ISO IEA,IBA,ISO IEA,ISO IEA,ISO IEA,ISO,ISO IEA,ISO IEA,ISO IEA,ISO IEA,ISO IEA,IEA,IMP,ISO IEA,ISO IEA","Ptprz1,Pgr,Cyp1b1,Itga2,Ptn,Igfbp5,Fgf2,Ptgs2,Wnt5b,Gli1,Alox12,Myoc,Ednra,Thbs4,Tacr1,Gas6,Wnt5a,Igf1,Fgfr1,Kitl,Il1r1,Bmp7,Ano6,Plau,Lpar1,Smoc2,Ccl11,Fbln1,Ccl2,Nox4,Snai2,Serpine1,Csf1,Prox1,Hmox1,Sele,Selp,Enpp2,Vegfc,Itgav,Rhoc,Prkca,Mapre2,Gcnt2,Epha4,Cd47,Anxa3,Sema6d,Jak2,Sema7a,Mgat5,Ssh1,App,Il6st,Akt3,Mospd2,Adam10,Bmpr2,Gnai2,Rock2,Arhgef2,Atp7a,Rab11a",7.09042852119679
"6onl_n","query_1",TRUE,8.44917003553153e-08,573,712,64,0.0898876404494382,0.111692844677138,"GO:0040017","GO:BP","positive regulation of locomotion",18334,9905,"GO:0040011,GO:0040012,GO:0048518","ISO,ISO,ISO IEA,ISO IEA,IMP,ISO IEA,IDA ISS ISO IBA IEA,ISO IEA,ISS ISO,ISO IEA,ISO,ISO IEA,ISS ISO IEA,ISO,ISO IEA,ISO IBA IEA,ISO IEA,ISO IEA,IMP,ISO IEA,ISO IEA,IDA,IMP ISO,IGI,IMP ISO IEA,ISO IEA,ISO IEA,ISO IEA,ISO IEA,ISO,IDA ISO IEA,ISO,ISO IC IEA,IEA,IGI ISO IEA,ISO IEA,ISO IEA,IGI,IMP IGI,ISO IEA,IDA ISO IBA IEA,IMP,ISO IEA,IEA,IMP,ISO IEA,ISO IEA,ISO,ISO IEA,IDA IBA,ISS ISO IEA,IBA,ISO IEA,ISO IEA,ISO IEA,ISO,IEA,ISO IEA,ISO IEA,ISO IEA,IMP ISO IEA,ISO IEA,IEA,IMP","Ptprz1,Pgr,Cyp1b1,Itga2,Ptn,Igfbp5,Fgf2,Ptgs2,Ntn1,Wnt5b,Gli1,Alox12,Myoc,Ednra,Thbs4,Tacr1,Gas6,Wnt5a,Bcl6,Igf1,Fgfr1,Kitl,Il1r1,Bmp7,Ano6,Plau,Lpar1,Smoc2,Ccl11,Fbln1,Ccl2,Nox4,Snai2,Serpine1,Csf1,Prox1,Hmox1,Sele,Selp,Enpp2,Vegfc,Itgav,Rhoc,Prkca,Mapre2,Gcnt2,Epha4,Cd47,Anxa3,Sema6d,Jak2,Sema7a,Mgat5,Ssh1,App,Il6st,Sema5a,Akt3,Mospd2,Adam10,Bmpr2,Gnai2,Rock2,Arhgef2",7.0731859498304
"6onl_n","query_1",TRUE,9.89903399234667e-08,25,389,11,0.0282776349614396,0.44,"GO:0060444","GO:BP","branching involved in mammary gland duct morphogenesis",18334,14642,"GO:0048754,GO:0060603","IMP,IMP,IMP,IMP,IMP,IDA IGI,IMP,IDA IMP,IMP,IMP,IMP","Pgr,Msx2,Areg,Tbx3,Wnt4,Wnt5a,Esr1,Etv4,Ccl11,Ar,Csf1",7.0044071844189
"6onl_n","query_1",TRUE,1.88980217384661e-07,33,389,12,0.0308483290488432,0.363636363636364,"GO:0060603","GO:BP","mammary gland duct morphogenesis",18334,14781,"GO:0060443,GO:0060562,GO:0061180","IMP,IMP,IMP,IGI,IMP,IMP,IDA IGI,IMP,IDA IMP,IMP,IMP,IMP","Pgr,Msx2,Areg,Ntn1,Tbx3,Wnt4,Wnt5a,Esr1,Etv4,Ccl11,Ar,Csf1",6.72358365577567
"6onl_n","query_1",TRUE,2.23074764232994e-07,50,389,14,0.0359897172236504,0.28,"GO:0060443","GO:BP","mammary gland morphogenesis",18334,14641,"GO:0022612,GO:0030879","IMP,IMP,IMP,IMP,IGI,IDA IMP IGI,IMP,IDA IGI,IMP,IDA IMP,IMP,IMP,IEA,IMP","Pgr,Msx2,Areg,Igfbp5,Ntn1,Tbx3,Wnt4,Wnt5a,Esr1,Etv4,Ccl11,Ar,Ccl2,Csf1",6.65154955734617
"6onl_n","query_1",TRUE,2.72092777554041e-07,1346,695,113,0.162589928057554,0.0839524517087667,"GO:0016477","GO:BP","cell migration",18334,5229,"GO:0048870","ISO,ISO,IMP ISO IEA,IMP,ISO IEA,IMP ISS ISO,ISS ISO IEA,IMP ISS ISO IEA,ISO IEA,ISO IEA,ISO IEA,IDA ISS ISO IBA IEA,ISO IEA,IDA IMP ISS ISO,ISO IEA,IMP,ISO IEA,ISO,IMP,ISO IEA,ISO IEA,IMP,ISS ISO IEA,IMP ISO,ISO IEA,ISO IEA,IGI,ISO IEA,IGI ISS ISO IEA,IMP IGI ISO IEA,ISO IEA,ISO IEA,ISO IEA,ISO IEA,ISO IEA,IDA,IMP,IMP ISO,IGI,ISO IEA,IGI,IMP ISO IEA,IMP ISO IEA,ISO IEA,IMP ISO IEA,ISO IEA,IMP,ISO IEA,ISS ISO,ISO IBA IEA,ISO,ISO IEA,ISO IEA,ISO IEA,IDA ISS ISO IBA IEA,ISO,IMP IGI ISO TAS IC IEA,IEA,IGI ISO IEA,ISO IBA IEA,IEA,IMP ISO IEA,ISO IEA,IMP IGI ISO IBA IEA,IMP IGI ISS ISO IBA IEA,ISO IEA,IDA,ISS ISO IEA,IDA ISO IBA IEA,IBA,IMP ISS ISO IEA,IMP,IMP ISO TAS IEA,IDA ISO IEA,IMP ISO IEA,ISO IEA,ISS ISO IEA,ISS ISO IEA,IDA,IBA,IMP,IEA,IMP,ISO IEA,IMP IBA,ISO IEA,IMP,ISO,ISO IEA,IDA IBA,ISS ISO IEA,ISO IEA,IMP IGI ISO IEA,IBA,ISO IEA,ISO IEA,ISO IEA,IGI IBA,ISO IEA,ISS ISO IEA,ISO,ISO IEA,IDA IBA,ISO IEA,IMP IGI,ISO IEA,IGI,ISO IEA,ISO IEA,IMP ISO IEA,IGI,ISO IEA,IEA","Ptprz1,Pgr,Cyp1b1,Msx2,Itga2,Ptn,Apod,Ndnf,P2ry1,Igfbp5,Ptprt,Fgf2,Ptgs2,Ntn1,Gfra1,Flrt3,Wnt5b,Gli1,Abhd2,Alox12,Stc1,Fzd3,Myoc,Ednra,Thbs4,Tacr1,Wnt4,Timp1,Gas6,Wnt5a,Ngfr,Igf1,Jag1,Fgfr1,Mctp1,Kitl,Tuba1a,Il1r1,Flrt2,Igfbp3,Bmp7,Ano6,Plau,Lpar1,Pfn2,Smoc2,Chl1,Vcam1,Magi2,Ccl11,Fbln1,Prag1,Dcn,Reck,Ccl2,Nox4,Snai2,Serpine1,Csf1,Cxcl1,Cd44,Prox1,Hmox1,Sele,Selp,Enpp2,Matn2,Peak1,Vegfc,Sdc2,Emp2,Cd34,Itgav,Tnf,Ttbk2,Serpinf1,Rhoc,Sulf1,Spred1,Sh3d21,Ecm1,Prkca,Mapre2,Gcnt2,Plat,Epha4,Efnb1,Cd47,Anxa3,Sema6d,Jak2,Cdc42bpa,Nf1,Sema7a,Mgat5,Cep85l,Ssh1,Vav3,App,Hyal2,Il6st,Akt3,Cxcl15,Mospd2,Ston1,Adam10,Lrig2,Bmpr2,Mecp2,Prr5l,Il33,Gnai2,Rock2",6.56528298600435
"6onl_n","query_1",TRUE,3.03033089672691e-07,3355,636,217,0.341194968553459,0.0646795827123696,"GO:0048731","GO:BP","system development",18334,12988,"GO:0007275,GO:0048856","ISO,ISS ISO,IDA IMP ISS ISO,IMP,IMP,IGI ISS ISO IEA,IMP IEA,ISO,IMP IGI IEP TAS IEA,IMP IGI ISO,IEA,IEA,IMP,IMP ISS ISO IEA,IMP,IBA,ISS IEA,IMP IBA,IEA,IMP,IDA,IMP ISS ISO IEA,ISO IEA,TAS IEA,ISO IEA,IMP,IDA IMP IGI ISS ISO IBA TAS IEA,ISO IEA,IGI,IDA,IGI,EXP IDA IMP ISO IBA,IEA,IMP TAS,IMP ISO IBA IEA,ISS,IDA IMP ISS ISO IEA,IBA,IMP,IBA IEA,IMP,ISS ISO IEA,IMP IGI ISO IEA,ISO,IDA IMP IGI ISO IBA IEA,IEA,IMP IGI ISO IBA IEA,IMP IGI ISS ISO IEA,IMP IBA,IMP IBA,IMP IGI,ISO IEA,ISO IEA,IMP IGI ISS ISO IEA,IDA IMP IGI IEP ISO IBA IEA,ISO IEA,IMP IGI IEA,IMP IGI ISO IBA IEA,IMP,IDA IMP ISS ISO IEA,IDA IMP IGI ISO IEA,ISO IEA,ISS ISO IEA,IDA IMP IGI ISS ISO IBA TAS NAS IEA,IMP IGI,IEA,IMP ISO IBA IEA,IMP IGI ISS ISO IBA IEA,IEA,IDA IMP,IGI,IDA IMP IGI IEP IBA NAS,IDA IMP IGI ISO IBA TAS IEA,IMP ISS ISO IEA,IMP,IMP,IEA,IDA IMP IGI,IMP ISS,IMP ISO IEA,IDA IMP IGI ISO IEA,IMP IGI ISO,IMP IEP ISS ISO IEA,IEA,IDA IMP IGI ISS ISO TAS IEA,IGI,IGI,TAS,IMP,ISO IEA,IDA IMP IGI,ISO,IMP,IGI,IDA,IMP,ISO,IDA IMP IGI IEA,IDA IMP ISO,IBA,IDA IMP IGI ISS ISO IEA,IDA IBA IEA,IMP,ISO,IMP ISO IEA,IMP IEP ISO IEA,ISS IEA,IDA IMP ISO IBA IEA,ISO IEA,IDA IMP IEA,IMP ISO TAS IEA,IDA ISS ISO IEA,IDA IMP,IEA,IDA IMP IGI IBA,ISS ISO IEA,ISO IEA,IMP IGI IBA,IMP ISS ISO TAS IEA,IMP,IMP IGI ISO IEA,ISS ISO IBA IEA,IEA,IMP ISS ISO,IMP,IEA,IDA IMP IEA,IEA,IMP IGI IEA,IMP,IGI ISO IEA,IEA,IMP,IMP IEP ISO IEA,IMP IGI,IEA,ISO IEA,IMP IGI,IMP ISO IBA IEA,ISO,IMP,IDA IMP IGI ISS ISO IBA IEA,IDA IMP IGI,IBA,ISO IEA,IDA IMP ISO IBA IEA,IMP IBA IEA,IMP ISS ISO IEA,IMP,ISS ISO IEA,IMP IBA NAS IEA,IMP ISO IEA,IDA IMP ISO IEA,IMP,IMP ISO,IDA IMP ISS ISO IBA IEA,ISS IEA,IDA IMP IGI ISS ISO IBA IEA,IDA IMP ISO IEA,IMP,ISO,IMP IBA IEA,IEA,IBA,ISS ISO IEA,IMP ISS ISO IEA,ISS ISO IEA,IMP IGI,IMP IGI,IEP,IEA,IDA IMP IEA,ISO IEA,IMP,IDA IMP IBA,IMP,ISO,IBA,IDA IMP IGI ISO IBA IEA,ISO IEA,IMP ISO IBA IEA,IMP IEA,ISS ISO IEA,IEA,IMP,ISO IEA,IDA ISO,IDA ISO IBA IEA,IMP,IMP IGI ISO IEA,IGI IEP IEA,ISS ISO IEA,IMP,IMP IGI ISO IEA,IDA IMP IGI ISS ISO IBA IEA,ISO IEA,IDA,TAS,ISO,IMP ISO IEA,ISO IEA,ISS,IMP IGI ISO IEA,IDA IMP IBA IEA,ISS ISO IBA IEA,IDA IMP IGI IBA,IEA,IDA IMP IGI ISO IBA IEA,IMP ISS ISO IEA,IMP IBA,IMP ISS IEA,IDA IMP ISO IEA,IEA,ISS ISO IEA,ISS ISO IEA,IMP ISO IEA,ISO IEA","Hp,Pcp4,Ptprz1,Asic2,Pgr,Inhba,Cyp1b1,Trpc6,Cntnap2,Msx2,Nrg4,Itga2,Pappa2,Ptn,Col25a1,Adam1b,Apod,Kif5c,Prkg2,Upk3a,Rasgrf1,Ndnf,P2ry1,Inhbb,Areg,Igfbp5,Fgf2,Ptgs2,Mycl,Lrrn1,Lgr5,Ntn1,Hey1,Ugt8a,Gfra1,Slc44a4,Flrt3,Bhlhe41,Fa2h,Wnt5b,A830082K12Rik,Chi3l1,Gli1,Ntm,Hey2,F3,Map2,Tbx3,Nhs,Lrrc4,Fst,Stc1,Aldh3a2,Lepr,Wnt7b,Cysltr1,Fzd3,Meis1,Etv1,Myoc,Ednra,Thbs4,Mme,Wnt4,Aldh1a3,Timp1,Mal,Map1b,Bace2,Icam5,Gas6,Heyl,Wnt5a,Tgm2,Mboat1,Cldn11,Mamld1,Bcl6,Alcam,Ngfr,Igf1,Esr1,Jag1,Rgs9,Fgfr1,Aldh1a1,Gcnt4,Pcdhb16,Etv4,Kitl,Egr2,Pla2g4a,Tuba1a,Bgn,Basp1,Stxbp1,Il1r1,Flrt2,Il6,Megf9,Bmp7,Nyap1,Ano6,Plau,Rbm20,Smarcd3,Cemip2,Lpar1,Smoc2,Chl1,Vcam1,Magi2,Ccl11,Sema3b,Ar,Prag1,Dcn,Reck,Ccl2,Nox4,Snai2,Map6,Tnfaip2,Sall2,Adcy1,Lmx1b,Chn1,Serpine1,Hoxb2,Irak3,Csf1,Cd44,Col14a1,Prox1,Twsg1,Tnfsf10,Hmox1,Tbx15,Ecscr,Enpp2,Nectin3,Sox6,Matn2,Pdlim4,Plce1,Vegfc,Sdc2,Emp2,Aph1c,Cd34,Itgav,Wls,Tnf,Ttbk2,Creb3l2,Serpinf1,Emcn,Sulf1,Spred1,Cdkn1a,Lgals1,Glis2,Hmcn2,Meis3,Itgb8,Ecm1,Camk1,Foxa1,Col11a1,Pcdh18,Prkca,Anxa2,Pls3,Ro60,Cdon,Ago4,Lifr,Adam1a,Epha4,Ptpn9,Efnb1,Tsku,Ugdh,Cd47,Gja4,Anxa3,Dlg4,Sema6d,Snx10,Rara,Id3,Jak2,Hook3,Nf1,Sema7a,Mmd,S100a10,Nfkb1,Kif3c,C9orf72,Cep85l,Mical2,Bcl2l1,Btbd3,Dipk2a,Rb1,Vav3,App,Rora,Tacc1,Hyal2,Il6st,Sema5a,Epgn,Acer3,Akt3,Itm2c",6.51850994615899
"6onl_n","query_1",TRUE,5.58778575949654e-07,1585,793,144,0.181588902900378,0.0908517350157729,"GO:0022008","GO:BP","neurogenesis",18334,6562,"GO:0007399,GO:0030154","ISS ISO,IDA IMP ISS ISO,ISO IEA,ISO,IMP IGI TAS,IMP ISS ISO IEA,IMP,ISS,IMP IBA,IDA,IMP ISS ISO IEA,ISO IEA,ISO IEA,IDA IMP IGI,IGI,IDA IMP ISO IBA,IMP,ISO IEA,ISS,IMP ISS ISO IEA,IBA,IMP,IBA,IMP,ISO,IGI IBA,IMP IGI ISO IBA IEA,IGI,IDA ISO IBA IEA,ISO IEA,IMP,IGI,IMP,IMP ISS ISO IEA,IMP IGI,ISO,ISO IEA,IMP IBA,IMP,IMP IGI ISS ISO IBA IEA,IEA,IGI,IDA IMP IBA,IDA IMP IGI ISO IBA TAS,ISO IEA,IMP,IDA,IMP ISS,IMP ISO,IMP ISO,IMP ISO,IMP IGI ISS ISO IEA,IMP,IMP IGI,IMP,IMP,ISO,IGI IEA,IMP ISO,IBA,IDA IMP ISO IEA,IDA IBA IEA,ISO IEA,IDA IMP ISO IBA IEA,IDA IMP IEA,ISO IEA,ISS ISO,IDA,ISS ISO IEA,ISS ISO IEA,ISS ISO IBA IEA,IMP,IDA IMP,IGI ISO IEA,IMP,ISO,IMP ISO,IDA IMP IGI,IMP ISO IEA,IMP IBA,ISO IEA,ISO IEA,ISO,ISS ISO IEA,ISO,IEA,ISS ISO IEA,IMP IGI,IDA,IDA IMP,ISO,IDA IMP IGI ISO IBA IEA,ISO IEA,IMP IBA,IMP,ISS ISO IEA,IDA ISO,ISO IBA,ISO IEA,IEA,ISS ISO IEA,IMP,IMP IGI ISO,IDA IMP IGI ISS ISO IBA IEA,ISO IEA,IDA,ISO,IMP ISO IEA,ISO IEA,IDA IBA,IMP IGI IBA,IDA IMP IGI ISO IBA IEA,IMP,IMP,IMP,IEA,ISO IEA,IDA,ISO IEA,ISO,IMP IGI,IMP,IDA IMP ISO IEA,IMP ISS ISO IBA IEA,ISS ISO IEA,IMP,IDA ISO IEA,IEA,ISS ISO IEA,IMP ISO IBA IEA,ISO IEA,IMP,IMP ISO IEA,IMP ISO IEA,IMP,IMP,ISS ISO IEA,ISO IEA,ISO IEA,IDA IMP IGI,IDA IMP IGI ISS ISO IBA IEA,IMP IBA IEA,ISS ISO IEA,ISO","Pcp4,Ptprz1,Inhba,Trpc6,Cntnap2,Ptn,Col25a1,Apod,Kif5c,Rasgrf1,Ndnf,P2ry1,Areg,Fgf2,Mycl,Ntn1,Ugt8a,Gfra1,Slc44a4,Flrt3,Bhlhe41,Fa2h,Wnt5b,A830082K12Rik,Ntm,Hey2,Map2,Lepr,Wnt7b,Cysltr1,Fzd3,Meis1,Etv1,Myoc,Ednra,Thbs4,Mme,Wnt4,Mal,Map1b,Bace2,Gas6,Heyl,Wnt5a,Tgm2,Mboat1,Bcl6,Alcam,Ngfr,Igf1,Jag1,Fgfr1,Etv4,Egr2,Tuba1a,Stxbp1,Il1r1,Flrt2,Il6,Megf9,Bmp7,Nyap1,Smarcd3,Lpar1,Chl1,Vcam1,Magi2,Ccl11,Prag1,Ccl2,Map6,Adcy1,Chn1,Csf1,Prox1,Enpp2,Sox6,Matn2,Vegfc,Sdc2,Wls,Tnf,Creb3l2,Serpinf1,Lgals1,Hmcn2,Camk1,Foxa1,Anxa2,Cdon,Lifr,Epha4,Ptpn9,Efnb1,Tsku,Ugdh,Dlg4,Sema6d,Rara,Id3,Jak2,Hook3,Nf1,Sema7a,Mmd,S100a10,Kif3c,C9orf72,Cep85l,Btbd3,Rb1,App,Rora,Tacc1,Il6st,Sema5a,Itm2c,Tmem30a,Enc1,Adam10,Lrig2,Bmpr2,Mecp2,Tmem106b,Dennd5a,Mosmo,Il33,Pgrmc1,Nptn,Arhgef2,Skil,Bnip2,Rab21,Taok1,Atp7a,Sun1,Rab11a,Shoc2,Grcc10,Braf,Dscam,Ulk2,Cbfa2t2,Ptpn5",6.25276025346196
"6onl_n","query_1",TRUE,9.93951089498649e-07,554,458,48,0.104803493449782,0.0866425992779783,"GO:0048729","GO:BP","tissue morphogenesis",18334,12986,"GO:0009653,GO:0009888","IMP,IDA,IMP IGI,IMP IGI,IEA,IMP,IMP,ISS ISO IEA,IGI,IGI,IMP,ISS,IMP IGI,IMP ISS ISO IEA,IMP,ISO IEA,ISO IEA,IMP,IGI,IMP IGI,IDA IMP IGI,IGI,IGI,IDA IMP IGI,IMP,IMP,IMP,IMP,IMP,IDA IMP IGI,IGI,IMP IGI,IDA IMP,IDA IMP,IDA IMP IGI,IMP,IMP IGI,IMP IGI TAS,IGI,IMP,IEA,IMP,IGI,IMP,IMP,IDA IMP ISO IEA,ISS,IDA","Pgr,Inhba,Msx2,Krt6a,Itga2,Areg,Igfbp5,Fgf2,Lgr5,Ntn1,Flrt3,Wnt5b,Hey2,Tbx3,Fst,Alox12,Stc1,Wnt7b,Fzd3,Ednra,Wnt4,Aldh1a3,Heyl,Wnt5a,Tgm2,Ngfr,Igf1,Esr1,Jag1,Fgfr1,Aldh1a1,Gcnt4,Etv4,Il6,Bmp7,Ccl11,Ar,Snai2,Hoxb2,Csf1,Cd44,Prox1,Twsg1,Vegfc,Wls,Tnf,Rhoc,Sulf1",6.00263498590798
"6onl_n","query_1",TRUE,2.17732384816495e-06,71,389,15,0.038560411311054,0.211267605633803,"GO:0061180","GO:BP","mammary gland epithelium development",18334,15277,"GO:0030879,GO:0060429","IMP,IMP IGI,IDA,IMP,IDA,IGI,IMP,IEA,IMP IEA,IDA IGI,IMP,IDA IMP,IMP,IMP,IMP","Pgr,Msx2,Pinc,Areg,Fgf2,Ntn1,Tbx3,Wnt7b,Wnt4,Wnt5a,Esr1,Etv4,Ccl11,Ar,Csf1",5.66207697058641
"6onl_n","query_1",TRUE,3.00456091530522e-06,415,466,42,0.0901287553648069,0.101204819277108,"GO:0048732","GO:BP","gland development",18334,12989,"GO:0048513","ISO,IMP,IEA,IMP IGI,IEA,IMP ISO,IDA,ISO IEA,IEA,IMP IGI,IMP,IDA,IGI,IMP,IMP IGI IEA,IDA IMP IGI ISO IEA,IEA,IMP,IMP IEA,IMP,IDA IMP IGI,IMP,IDA IMP,IMP,IDA IMP,IDA IMP,IDA IMP,IDA IMP,ISO,IMP,IDA IMP IGI,IEA,IMP,IMP,IMP IEP IEA,IMP,ISO,IMP,IDA IMP ISO IEA,IMP,IDA,IMP","Hp,Pgr,Cyp1b1,Msx2,Itga2,Ptn,Pinc,Cdo1,Inhbb,Areg,Igfbp5,Fgf2,Ntn1,Fa2h,Gli1,Tbx3,Wnt7b,Ednra,Wnt4,Aldh1a3,Wnt5a,Tgm2,Igf1,Esr1,Fgfr1,Etv4,Il6,Bmp7,Plau,Ccl11,Ar,Ccl2,Snai2,Csf1,Prox1,Twsg1,Hmox1,Wls,Tnf,Serpinf1,Sulf1,Scd1",5.52221898655414
