"gene_set","query","significant","p_value","term_size","query_size","intersection_size","precision","recall","term_id","source","term_name","effective_domain_size","source_order","parents","evidence_codes","intersection","neg_log10_pval"
"12onl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"both_n","query_1",TRUE,0.0213062188922562,358,16,4,0.25,0.0111731843575419,"MIRNA:mmu-miR-30e-5p","MIRNA","mmu-miR-30e-5p",18334,1474,"MIRNA:000000","MIRNA,MIRNA,MIRNA,MIRNA","Adam22,Prdm1,Zfp36l1,Nfat5",1.67149361551005
"6onl_n","query_1",TRUE,8.18640776647283e-18,3355,795,257,0.323270440251572,0.076602086438152,"GO:0048731","GO:BP","system development",18334,12988,"GO:0007275,GO:0048856","ISO,ISS ISO,IDA IMP ISS ISO,IMP,IMP,IGI ISS ISO IEA,IMP IEA,ISO,IMP IGI IEP TAS IEA,IMP IGI ISO,IEA,IEA,IMP,IMP ISS ISO IEA,IMP,IBA,ISS IEA,IMP IBA,IEA,IMP,IDA,IMP ISS ISO IEA,ISO IEA,TAS IEA,ISO IEA,IMP,IDA IMP IGI ISS ISO IBA TAS IEA,ISO IEA,IGI,IDA,IGI,EXP IDA IMP ISO IBA,IEA,IMP TAS,IMP ISO IBA IEA,ISS,IDA IMP ISS ISO IEA,IBA,IMP,IBA IEA,IMP,ISS ISO IEA,IMP IGI ISO IEA,ISO,IDA IMP IGI ISO IBA IEA,IEA,IMP IGI ISO IBA IEA,IMP IGI ISS ISO IEA,IMP IBA,IMP IBA,IMP IGI,ISO IEA,ISO IEA,IMP IGI ISS ISO IEA,IDA IMP IGI IEP ISO IBA IEA,ISO IEA,IMP IGI IEA,IMP IGI ISO IBA IEA,IMP,IDA IMP ISS ISO IEA,IDA IMP IGI ISO IEA,ISO IEA,ISS ISO IEA,IDA IMP IGI ISS ISO IBA TAS NAS IEA,IMP IGI,IEA,IMP ISO IBA IEA,IMP IGI ISS ISO IBA IEA,IEA,IDA IMP,IGI,IDA IMP IGI IEP IBA NAS,IDA IMP IGI ISO IBA TAS IEA,IMP ISS ISO IEA,IMP,IMP,IEA,IDA IMP IGI,IMP ISS,IMP ISO IEA,IDA IMP IGI ISO IEA,IMP IGI ISO,IMP IEP ISS ISO IEA,IEA,IDA IMP IGI ISS ISO TAS IEA,IGI,IGI,TAS,IMP,ISO IEA,IDA IMP IGI,ISO,IMP,IGI,IDA,IMP,ISO,IDA IMP IGI IEA,IDA IMP ISO,IBA,IDA IMP IGI ISS ISO IEA,IDA IBA IEA,IMP,ISO,IMP ISO IEA,IMP IEP ISO IEA,ISS IEA,IDA IMP ISO IBA IEA,ISO IEA,IDA IMP IEA,IMP ISO TAS IEA,IDA ISS ISO IEA,IDA IMP,IEA,IDA IMP IGI IBA,ISS ISO IEA,ISO IEA,IMP IGI IBA,IMP ISS ISO TAS IEA,IMP,IMP IGI ISO IEA,ISS ISO IBA IEA,IEA,IMP ISS ISO,IMP,IEA,IDA IMP IEA,IEA,IMP IGI IEA,IMP,IGI ISO IEA,IEA,IMP,IMP IEP ISO IEA,IMP IGI,IEA,ISO IEA,IMP IGI,IMP ISO IBA IEA,ISO,IMP,IDA IMP IGI ISS ISO IBA IEA,IDA IMP IGI,IBA,ISO IEA,IDA IMP ISO IBA IEA,IMP IBA IEA,IMP ISS ISO IEA,IMP,ISS ISO IEA,IMP IBA NAS IEA,IMP ISO IEA,IDA IMP ISO IEA,IMP,IMP ISO,IDA IMP ISS ISO IBA IEA,ISS IEA,IDA IMP IGI ISS ISO IBA IEA,IDA IMP ISO IEA,IMP,ISO,IMP IBA IEA,IEA,IBA,ISS ISO IEA,IMP ISS ISO IEA,ISS ISO IEA,IMP IGI,IMP IGI,IEP,IEA,IDA IMP IEA,ISO IEA,IMP,IDA IMP IBA,IMP,ISO,IBA,IDA IMP IGI ISO IBA IEA,ISO IEA,IMP ISO IBA IEA,IMP IEA,ISS ISO IEA,IEA,IMP,ISO IEA,IDA ISO,IDA ISO IBA IEA,IMP,IMP IGI ISO IEA,IGI IEP IEA,ISS ISO IEA,IMP,IMP IGI ISO IEA,IDA IMP IGI ISS ISO IBA IEA,ISO IEA,IDA,TAS,ISO,IMP ISO IEA,ISO IEA,ISS,IMP IGI ISO IEA,IDA IMP IBA IEA,ISS ISO IBA IEA,IDA IMP IGI IBA,IEA,IDA IMP IGI ISO IBA IEA,IMP ISS ISO IEA,IMP IBA,IMP ISS IEA,IDA IMP ISO IEA,IEA,ISS ISO IEA,ISS ISO IEA,IMP ISO IEA,ISO IEA,IMP,IDA,ISO IEA,IMP ISO,IMP IGI,IMP ISS ISO IBA IEA,IDA IMP ISO IEA,IMP ISS ISO IBA IEA,ISS ISO IEA,IMP,IDA ISO IEA,IEA,IMP,IMP ISS ISO IEA,IEA,IEA,IMP ISO IBA IEA,IDA ISO IEA,IMP,IMP IBA,IBA,IMP ISO IEA,IMP ISO IEA,IEP,IMP IEA,IMP ISS IEA,IMP,ISS ISO IEA,ISO IEA,IMP,IMP,ISO IEA,IDA IMP IGI,IDA IMP IGI ISS ISO IBA IEA,IMP IEA,ISO IEA,IMP,IMP IBA IEA,IMP ISS ISO IEA,ISO","Hp,Pcp4,Ptprz1,Asic2,Pgr,Inhba,Cyp1b1,Trpc6,Cntnap2,Msx2,Nrg4,Itga2,Pappa2,Ptn,Col25a1,Adam1b,Apod,Kif5c,Prkg2,Upk3a,Rasgrf1,Ndnf,P2ry1,Inhbb,Areg,Igfbp5,Fgf2,Ptgs2,Mycl,Lrrn1,Lgr5,Ntn1,Hey1,Ugt8a,Gfra1,Slc44a4,Flrt3,Bhlhe41,Fa2h,Wnt5b,A830082K12Rik,Chi3l1,Gli1,Ntm,Hey2,F3,Map2,Tbx3,Nhs,Lrrc4,Fst,Stc1,Aldh3a2,Lepr,Wnt7b,Cysltr1,Fzd3,Meis1,Etv1,Myoc,Ednra,Thbs4,Mme,Wnt4,Aldh1a3,Timp1,Mal,Map1b,Bace2,Icam5,Gas6,Heyl,Wnt5a,Tgm2,Mboat1,Cldn11,Mamld1,Bcl6,Alcam,Ngfr,Igf1,Esr1,Jag1,Rgs9,Fgfr1,Aldh1a1,Gcnt4,Pcdhb16,Etv4,Kitl,Egr2,Pla2g4a,Tuba1a,Bgn,Basp1,Stxbp1,Il1r1,Flrt2,Il6,Megf9,Bmp7,Nyap1,Ano6,Plau,Rbm20,Smarcd3,Cemip2,Lpar1,Smoc2,Chl1,Vcam1,Magi2,Ccl11,Sema3b,Ar,Prag1,Dcn,Reck,Ccl2,Nox4,Snai2,Map6,Tnfaip2,Sall2,Adcy1,Lmx1b,Chn1,Serpine1,Hoxb2,Irak3,Csf1,Cd44,Col14a1,Prox1,Twsg1,Tnfsf10,Hmox1,Tbx15,Ecscr,Enpp2,Nectin3,Sox6,Matn2,Pdlim4,Plce1,Vegfc,Sdc2,Emp2,Aph1c,Cd34,Itgav,Wls,Tnf,Ttbk2,Creb3l2,Serpinf1,Emcn,Sulf1,Spred1,Cdkn1a,Lgals1,Glis2,Hmcn2,Meis3,Itgb8,Ecm1,Camk1,Foxa1,Col11a1,Pcdh18,Prkca,Anxa2,Pls3,Ro60,Cdon,Ago4,Lifr,Adam1a,Epha4,Ptpn9,Efnb1,Tsku,Ugdh,Cd47,Gja4,Anxa3,Dlg4,Sema6d,Snx10,Rara,Id3,Jak2,Hook3,Nf1,Sema7a,Mmd,S100a10,Nfkb1,Kif3c,C9orf72,Cep85l,Mical2,Bcl2l1,Btbd3,Dipk2a,Rb1,Vav3,App,Rora,Tacc1,Hyal2,Il6st,Sema5a,Epgn,Acer3,Akt3,Itm2c,Tiparp,Tmem30a,Enc1,Adam10,Lrig2,Bmpr2,Mecp2,Tmem106b,Dennd5a,Mosmo,Il33,Pgrmc1,Ndfip1,Nptn,Rock2,Rab23,Arhgef2,Skil,Bnip2,Btbd7,Mtf1,Rab21,Taok1,Adnp2,Atp7a,Prkx,Sun1,Rab11a,Shoc2,Slc9a1,Vezf1,Grcc10,Braf,Dscam,Pik3ca,Cyp26b1,Prkar1a,Ulk2,Cbfa2t2,Ptpn5",17.0869066268642
"6onl_n","query_1",TRUE,4.34964615158354e-17,2316,795,197,0.247798742138365,0.0850604490500864,"GO:0009653","GO:BP","anatomical structure morphogenesis",18334,3571,"GO:0032502,GO:0048856","IDA ISO,IMP,IDA ISS ISO IEA,IMP,ISO,IMP,IMP IGI IBA,IMP IGI,ISO IEA,IMP,IMP ISO,IMP,IMP IBA,IMP,IMP ISS ISO IEA,ISS ISO IEA,IMP,IMP,IDA IGI ISS ISO IBA IEA,ISO IEA,IGI,IDA IMP IGI ISO IBA,IEA,IMP,ISO,IDA IEA,TAS,IEA,ISS,IMP ISS ISO IEA,IMP IBA,ISS TAS IEA,ISS ISO IEA,IMP IGI,IDA IMP IGI,IEA,IMP IGI ISO IEA,IDA IMP IGI ISS ISO IEA,IMP,ISO IEA,ISO IEA,ISS ISO IEA,IDA IMP IGI ISO IEA,ISO IEA,IMP IGI,IMP IBA,ISO IEA,IMP,IMP IGI ISO,ISO IEA,IDA IMP IGI ISO IEA,IMP IGI,IMP IGI ISO IBA IEA,IMP IGI,IDA IMP IGI ISO TAS IEA,IMP,IMP IGI,IMP ISS,IMP ISO IEA,IMP IGI,IMP,IMP ISS ISO IEA,IDA IMP IGI TAS,IGI,IMP IGI,IMP,IDA IMP,IDA IMP IGI,IMP,IMP,IMP IGI IEA,IDA IMP ISO,IBA,IDA IMP IGI ISO IEA,IDA IBA IEA,ISO,IMP ISO IEA,IMP,ISS IEA,IDA IMP,ISO IEA,IMP IEA,IMP,IMP ISO IEA,IEA,IMP IGI,ISS ISO IEA,ISO IEA,IMP IBA,IGI,IMP TAS IEA,IMP,IMP IGI TAS,ISS ISO IBA IEA,IEA,IMP,IDA IMP,IEA,IMP IGI IEA,IMP,IMP,IEA,IMP IEP ISO IEA,IMP IGI,ISO IEA,IMP IGI,IMP ISO IBA IEA,ISO IEA,IMP,IMP,IGI,IDA IMP ISO IBA IEA,IMP IBA,IMP ISS ISO IEA,ISS ISO IEA,ISO IBA NAS IEA,IMP IGI ISO IEA,IDA IMP ISO IEA,IMP,IDA ISO IBA IEA,ISS IEA,ISS,IDA ISS ISO IEA,IDA IMP ISO IEA,IEA,IBA,ISS ISO,ISO,ISS ISO IEA,ISS ISO IEA,IMP,ISO IEA,IMP IGI IBA,IMP IGI IEA,IEA,IMP IEA,IBA,IMP ISO IEA,IMP IGI,IMP,ISO,IDA IMP IGI ISO IBA IEA,IMP IBA,IMP,IMP,IEA,ISO IEA,IMP,IDA ISO,ISO IBA,IMP,IGI,IEP,IMP IGI ISO IEA,IDA IMP IGI ISS ISO IBA IEA,IDA,IMP ISO IEA,ISS,ISO IEA,IDA IBA,IMP IBA,IEA,IMP IGI IBA,IDA IMP,IMP ISS ISO IEA,IMP,IEA,ISS ISO IEA,IMP ISO IEA,IMP,IBA IEA,IMP ISO IEA,ISO,IMP ISS,ISO IEA,ISS ISO IBA IEA,IEA,IEA,IEA,IEA,IDA ISS ISO IBA IEA,IMP ISO IEA,IMP IBA IEA,IMP ISO IEA,IMP,IMP ISS IEA,IMP,ISO IEA,IMP IGI,IDA IMP IGI ISS ISO IBA IEA,IEA,IMP ISO IEA,IMP TAS,IMP IBA IEA,ISS ISO IEA,IMP,IBA","Ptprz1,Pgr,Inhba,Cyp1b1,Trpc6,Cntnap2,Msx2,Krt6a,Itga2,Pappa2,Ptn,Col25a1,Kif5c,Upk3a,Ndnf,P2ry1,Areg,Igfbp5,Fgf2,Ptgs2,Lgr5,Ntn1,Hey1,Ugt8a,Cst3,Tnfrsf11b,Gfra1,Lratd1,Slc44a4,Flrt3,Grem2,Wnt5b,Chi3l1,Gli1,Hey2,F3,Map2,Tbx3,Fst,Alox12,Stc1,Lepr,Wnt7b,Cysltr1,Fzd3,Meis1,Crispld1,Etv1,Ednra,Thbs4,Wnt4,Aldh1a3,Map1b,Heyl,Wnt5a,Tgm2,Bcl6,Alcam,Ngfr,Igf1,Esr1,Jag1,Fgfr1,Aldh1a1,Gcnt4,Tm4sf1,Etv4,Egr2,Tuba1a,Stxbp1,Flrt2,Il6,Megf9,Bmp7,Nyap1,Plau,Rbm20,Smarcd3,Cemip2,Lpar1,Smoc2,Chl1,Vcam1,Ccl11,Sema3b,Ar,Prag1,Dcn,Reck,Frmd6,Ccl2,Nox4,Snai2,Map6,Tnfaip2,Adcy1,Chn1,Serpine1,Hoxb2,Zfp385a,Csf1,Cd44,Prox1,Twsg1,Hmox1,Tbx15,Ecscr,Enpp2,Nectin3,Sox6,Matn2,Vegfc,Sdc2,Emp2,Cd34,Itgav,Wls,Tnf,Ttbk2,Serpinf1,Emcn,Rhoc,Sulf1,Spred1,Hmcn2,Meis3,Tmt1a,S100a13,Itgb8,Ecm1,Adamts15,Camk1,Foxa1,Col11a1,Prkca,Anxa2,Csrp2,Map3k20,Cdon,Ago4,Lifr,Epha4,Efnb1,Tsku,Ugdh,Cd47,Anxa3,Tasor,Dlg4,Sema6d,Snx10,Rara,Id3,Nf1,Sema7a,Nfkb1,C9orf72,Mical2,Ssh1,Btbd3,Rb1,Vav3,App,Ank,Rora,Hyal2,Sema5a,Epgn,Akt3,Tiparp,Cdc42ep3,Capn2,Adam10,Bmpr2,Mecp2,Tmem106b,Pgrmc1,Nptn,Rock2,Rab23,Arhgef2,Skil,Btbd7,Rab21,Atp7a,Prkx,Vezf1,Grcc10,Braf,Dscam,Pik3ca,Cyp26b1,Prkar1a,Ulk2,Zranb1,Mkln1,Tmod3",16.3615460719339
"6onl_n","query_1",TRUE,3.24397537708723e-16,5463,795,359,0.451572327044025,0.0657148087131613,"GO:0032501","GO:BP","multicellular organismal process",18334,7611,"GO:0008150","ISA IEA,ISO,ISO IBA IEA,ISS ISO,IDA IMP ISS ISO,IMP ISO IEA,IMP ISO,IDA IMP IGI ISS ISO IEA,IMP IEA,ISO,IDA IMP,IMP IGI IEP ISO TAS IEA,ISO IBA IEA,IMP,IDA IMP IGI ISO IBA IEA,IGI IBA,IEA,IMP,ISO IEA,IMP,IDA IMP ISS ISO IEA,IMP,ISS ISO IEA,IBA,ISS ISO IEA,IMP IBA,IEA,ISO,IMP,IDA,IDA,IDA,IMP,IMP ISS ISO IEA,ISO IEA,IMP ISS ISO TAS IEA,IMP ISO IEA,IMP IGI IEP,IDA IMP IGI ISS ISO IBA TAS IEA,IDA IMP ISO IEA,IGI,IDA,IGI,EXP IDA IMP IGI ISS ISO IBA,IEA,IMP TAS,ISO,IDA ISO IEA,IMP,IMP ISO IBA IEA,ISO,ISS,ISO IBA IEA,IDA IMP ISS ISO IEA,IBA,IMP,IMP,ISS IBA IEA,IMP,IDA ISS ISO IEA,IMP IGI ISO IEA,ISO,IDA IMP IGI ISO IBA IEA,IMP IEA,IEA,IMP IGI ISO IBA IEA,IDA IMP IGI ISS ISO IEA,IMP,IMP IBA,IMP IBA,IMP IGI ISO IEA,IMP ISO IEA,IDA IMP IBA IEA,ISO IEA,ISO IEA,IDA,IMP IGI ISS ISO IEA,IDA IMP IGI IEP ISO IBA IEA,ISO IEA,IMP IGI IEP IEA,IDA IMP IGI ISO IBA IEA,IMP,IMP,IMP,IDA IMP ISS ISO IBA IEA,IMP ISO IBA,IDA IMP IGI ISO IBA IEA,IMP ISO IEA,IMP IGI ISS ISO IBA IEA,IMP,IDA IMP ISO IEA,IGI,IDA IMP IGI ISS ISO IBA TAS NAS IEA,IMP IGI,IDA ISO IEA,IMP ISO IBA IEA,IMP IGI ISS ISO IBA IEA,IEA,IEA,IDA IMP,IMP IGI ISS ISO IEA,IDA IMP IGI IEP IBA NAS,IDA IMP IGI ISO IBA TAS IEA,IEA,IMP ISS ISO IEA,IMP,ISO IEA,IMP,IEA,IDA IMP IGI ISO IBA IEA,IMP ISS,IMP ISO IEA,IDA IMP IGI IEP ISO TAS IEA,ISO,IMP IGI ISO,IDA IMP IEP ISS ISO IEA,IEA,IDA IMP IGI ISS ISO TAS IEA,IMP IGI ISS ISO,IGI,IMP IGI,TAS,IMP,IMP,IMP IEA,IDA IMP ISS ISO IEA,IDA IGI ISO IEA,IDA IMP IGI IEA,IMP ISO IEA,IMP,IGI,IDA,IMP ISO IEA,ISS ISO IEA,IDA IMP IGI IEA,IEP,IDA IMP IGI ISS ISO IEA,IBA,IMP,IDA ISS IEA,ISO IEA,IDA IMP IGI ISS ISO IEA,IDA IBA IEA,IMP ISO IEA,IMP ISO IBA NAS,IMP ISO IEA,IMP IEP ISO NAS IEA,ISS IEA,IDA IMP ISO IBA IEA,IMP ISO IEA,ISO IEA,IDA IMP IEA,IMP ISO TAS IEA,IDA ISS ISO IEA,IDA IMP,IEA,IMP,ISO IEA,IEA,IDA IMP IGI ISO IBA,ISS ISO IEA,ISO IEA,ISO IBA TAS IEA,IDA IMP IGI IBA,IMP,IDA IMP ISS ISO TAS IEA,IMP IGI ISO IEA,IMP IGI ISO IEA,ISS ISO IBA IEA,IEA,IMP ISS ISO,IMP,IMP IGI,IEA,IDA IMP IEA,IEA,IMP IGI ISO IEA,IMP IGI IEA,IMP,IMP ISO IBA IEA,IDA IMP IGI ISO IBA IEA,IEA,IMP IGI ISO,IMP,IMP IEP ISO IEA,IMP ISO IEA,IDA IMP IGI ISO IEA,IEA,ISO IEA,IMP IGI,IMP,IMP ISO IBA IEA,ISO IEA,IMP,IDA IMP IGI ISS ISO IBA IEA,IDA IMP IGI,IBA,ISO IEA,IDA IMP ISO IBA IEA,IMP IBA IEA,IMP ISS ISO IEA,IMP IGI ISO,ISS ISO IEA,IDA IMP ISO IBA TAS NAS IEA,IMP,IMP ISO IEA,IDA IMP IGI ISS ISO TAS IEA,IMP,IMP ISO,IDA IMP ISS ISO IBA IEA,IMP ISS IEA,IDA IMP IGI ISS ISO IBA IEA,IDA IMP ISO IEA,IMP IGI,IDA ISO,IMP,IBA,IDA,IMP IBA IEA,ISS ISO IEA,IMP,IEA,IBA,ISS ISO,ISS ISO IEA,IMP,IGI ISS ISO IEA,IMP ISS ISO IBA IEA,ISS ISO IEA,IMP IGI ISO IEA,IMP IGI ISO IEA,IEP,IEA,IMP,IDA IMP IEA,ISO IEA,IMP,IMP ISO IEA,IDA IMP IGI IBA,IMP ISO IEA,IMP,ISO,ISS ISO NAS,IBA,IDA IMP IGI ISO IBA IEA,ISO IEA,IDA IMP ISO IBA IEA,IMP,IMP IEA,IMP ISS ISO IEA,IDA IMP IC,IMP,ISO IEA,IMP IEA,ISO IEA,IMP,IDA IMP ISS ISO NAS,IDA ISO IBA IEA,IMP,IMP,IMP IGI ISO IEA,IGI IEP IEA,IDA IMP IGI ISS ISO IBA NAS IEA,IMP,IMP IGI ISO IEA,IDA IMP IGI ISS ISO IBA IEA,IMP,ISO IEA,IMP,IDA,IDA IMP TAS,ISO,IMP ISO IEA,ISO IEA,ISS ISO IBA,ISS,ISO IEA,IMP IGI ISO IEA,IEA,IDA IMP IBA IEA,ISS ISO IBA IEA,IDA IMP IGI IBA,ISO IEA,IMP,IDA IMP IGI ISO IBA TAS IEA,IDA IMP,IMP ISS ISO IEA,IMP IBA,IMP ISS ISO IEA,IDA IMP ISO IEA,IMP,IEA,ISS ISO IEA,ISS ISO IEA,IBA,IMP ISO IEA,ISO IEA,IMP,IMP,IDA,ISO IEA,IMP ISO IEA,IMP ISO IEA,IMP IGI,IMP IGI ISO,IDA IMP IGI ISS ISO IBA IEA,IDA IMP ISO IEA,ISO IEA,IMP ISS ISO IBA IEA,ISS ISO IEA,IMP,IMP ISO IEA,IDA IGI ISO IBA IEA,ISO IEA,ISO IEA,IMP,IMP ISS ISO IEA,IEA,IMP IEA,IEA,TAS,IMP ISS ISO IBA IEA,IDA IMP ISO IEA,IMP,IMP IBA IEA,IMP IBA,IMP,IMP ISO IEA,IMP ISO IEA,IEA,IEP,IMP IEA,IGI,IMP ISS IEA,IMP IEA,IMP,ISS ISO IEA,ISO IEA,ISS ISO IEA,IMP IBA,IMP ISO IEA,IDA IMP ISS ISO IEA,IMP ISO IEA,ISS ISO IEA,ISS ISO IEA,ISO IBA IEA,IMP ISS ISO IEA,IDA IMP IGI,IDA IMP IGI ISS ISO IBA IEA,IMP IEA,IMP ISO IEA,IMP ISO IEA,IMP IBA IEA,IMP,IMP ISS ISO IEA,IMP IBA,IEA,IEA,ISO","Or51r1,Hp,Cel,Pcp4,Ptprz1,Asic2,Pgr,Inhba,Cyp1b1,Trpc6,Gdpd2,Cntnap2,Fgg,Piezo2,Msx2,Krt6a,Nrg4,Lsamp,Itga2,Pappa2,Ptn,Col25a1,Cybrd1,Adam1b,Apod,Kif5c,Prkg2,Btc,Upk3a,Rasgrf1,Pinc,Ceacam20,Aff2,Ndnf,P2ry1,Inhbb,Areg,Igfbp5,Fgf2,Ptgs2,Mycl,Lrrn1,Lgr5,Ntn1,Hey1,Ugt8a,Cst3,Tnfrsf11b,Adh1,Gfra1,Ephx2,Slc44a4,Fgb,Flrt3,Bhlhe41,Grem2,Fa2h,Wnt5b,A830082K12Rik,Chi3l1,Gli1,Ntm,Hey2,Stc2,F3,Map2,Tbx3,Slc7a2,Nhs,Lrrc4,Fst,Alox12,F5,Stc1,Aldh3a2,Astl,Lepr,Wnt7b,Cysltr1,Fzd3,Meis1,Crispld1,Dgat2,Etv1,Myoc,Scn3a,Ednra,Thbs4,Mme,Cntfr,Tacr1,Fmo2,Wnt4,Aldh1a3,Timp1,Mal,Map1b,Cd200,Bace2,Icam5,Gas6,Heyl,Wnt5a,Sort1,Tgm2,Mboat1,Htr2a,Cldn11,Mamld1,Bcl6,Alcam,Ngfr,Igf1,Cyp2j6,Esr1,Jag1,Rgs9,Fgfr1,Aldh1a1,Cfap54,Gcnt4,Pcdhb16,Tm4sf1,Dkkl1,Otoa,Etv4,Kitl,Egr2,Pla2g4a,Tuba1a,Bgn,Basp1,Stxbp1,Il1r1,Flrt2,Igfbp3,Il6,Megf9,Adcy5,Entpd1,Chrnb1,Bmp7,Nyap1,Ano6,Plau,Rbm20,Smarcd3,Cemip2,Lpar1,Pfn2,Smoc2,Chl1,Vcam1,Magi2,Ccl11,Tfpi2,Rian,Fbln1,Sema3b,Ar,Prag1,Dcn,Procr,Reck,Mpp2,Ccl2,Nox4,Snai2,Map6,Tnfaip2,Sall2,Lhfpl2,Adcy1,Lmx1b,Chn1,Serpine1,Prnp,Hoxb2,Zfp385a,Irak3,Csf1,Cd44,Pde5a,Col14a1,Prox1,Cdc14a,Twsg1,Tnfsf10,Hmox1,Tbx15,Selp,Ecscr,Enpp2,Nectin3,Sox6,Matn2,Pdlim4,Plce1,Vegfc,Sdc2,Emp2,Aph1c,Cd34,Itgav,Fgl2,Wls,Tnf,Ttbk2,Creb3l2,Serpinf1,Emcn,Sulf1,Spred1,Cdkn1a,Lgals1,Scd1,Stac2,Entpd2,Glis2,Laptm4b,Abca5,Hmcn2,Meis3,Tmt1a,S100a13,Sqstm1,Itgb8,Ecm1,Camk1,Foxa1,Col11a1,Pcdh18,Prkca,Mapre2,Anxa2,Pls3,Ro60,Map3k20,Cdon,Gcnt2,Ago4,Lifr,Plat,Adam1a,Epha4,Ptpn9,Efnb1,P3h4,Tsku,Ugdh,Socs5,Dnajb9,Cd47,Gja4,Anxa3,Tasor,Dlg4,Sema6d,Mr1,Snx10,Rara,Id3,Jak2,Hook3,Nf1,Sema7a,Trp53inp2,Mmd,Mapk8ip1,S100a10,Nfkb1,Kif3c,C9orf72,Cep85l,Aida,Mical2,Ssh1,Bcl2l1,Runx1,Btbd3,Dipk2a,Rb1,Vav3,Scmh1,App,Ank,Rora,Tacc1,Hyal2,Il6st,St3gal1,Sema5a,Epgn,Acer3,Tpm4,Akt3,Itm2c,Tiparp,Nemp1,Tmem30a,Enc1,Capn2,Adam10,Lrig2,Hmgcr,Bmpr2,Mecp2,Agpat2,Tmem106b,Dennd5a,Mosmo,Sri,Il33,Pgrmc1,Gnai2,Ndfip1,Nptn,Rock2,Xiap,Rab23,Myl6,Arhgef2,Skil,Bnip2,Btbd7,Mtf1,Slc30a1,Rab21,Taok1,Skap2,Adnp2,Atp7a,Sos2,Prkx,Sun1,Mgat1,Rab11a,Shoc2,Slc39a6,Usp53,Slc9a1,Prkaa1,Vezf1,Pja2,Sfmbt1,Grcc10,Mysm1,Braf,Dscam,Pik3ca,Cyp26b1,Prkar1a,Ulk2,Zdhhc8,Cbfa2t2,Tmod3,Vmn1r39,Vmn1r38,Ptpn5",15.4889224508961
