human_symbol,mouse_symbol,human_ensembl,mouse_ensembl,effect,pathway,is_core,is_mitochondrial,sources,in_GO,in_KEGG,in_Reactome,in_Hallmark,confidence,evidence_score,original_category,family_pathway,modality
TGFB2,Tgfb2,ENSG00000092969,ENSMUSG00000039239,pro-death,apoptosis,FALSE,FALSE,"GO_Pro_Human,Hallmark",TRUE,FALSE,FALSE,TRUE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
TGM2,Tgm2,ENSG00000198959,ENSMUSG00000037820,pro-death,apoptosis,FALSE,FALSE,GO_Pro_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
THBS1,Thbs1,ENSG00000137801,ENSMUSG00000040152,pro-death,apoptosis,FALSE,FALSE,"GO_Anti_Human,GO_Pro_Human",TRUE,FALSE,FALSE,FALSE,LIKELY,1,Ambiguous,NA,NA
TIAM1,Tiam1,ENSG00000156299,ENSMUSG00000002489,pro-death,apoptosis,FALSE,FALSE,GO_Pro_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
TIAM2,Tiam2,ENSG00000146426,ENSMUSG00000023800,pro-death,apoptosis,FALSE,FALSE,GO_Pro_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
TIMP1,Timp1,ENSG00000102265,ENSMUSG00000001131,pro-death,apoptosis,FALSE,FALSE,Hallmark,FALSE,FALSE,FALSE,TRUE,LIKELY,1,Unspecified,NA,NA
TIMP3,Timp3,ENSG00000100234,ENSMUSG00000020044,pro-death,apoptosis,FALSE,FALSE,"GO_Pro_Human,Hallmark",TRUE,FALSE,FALSE,TRUE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
TLE5,Tle5,ENSG00000104964,ENSMUSG00000054452,pro-death,apoptosis,FALSE,FALSE,GO_Pro_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
TLR4,Tlr4,ENSG00000136869,ENSMUSG00000039005,pro-death,apoptosis,FALSE,FALSE,Reactome,FALSE,FALSE,TRUE,FALSE,LIKELY,1,Unspecified,NA,NA
TNFAIP8,Tnfaip8,ENSG00000145779,ENSMUSG00000062210,pro-death,apoptosis,FALSE,FALSE,"GO_Anti_Human,GO_Pro_Human",TRUE,FALSE,FALSE,FALSE,LIKELY,1,Ambiguous,NA,NA
TNFRSF10C,NA,ENSG00000173535,NA,pro-death,apoptosis,FALSE,FALSE,"GO_Pro_Human,KEGG",TRUE,TRUE,FALSE,FALSE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
TNFRSF12A,Tnfrsf12a,ENSG00000006327,ENSMUSG00000023905,pro-death,apoptosis,FALSE,FALSE,"GO_Pro_Human,Hallmark",TRUE,FALSE,FALSE,TRUE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
TNFRSF8,Tnfrsf8,ENSG00000120949,ENSMUSG00000028602,pro-death,apoptosis,FALSE,FALSE,GO_Pro_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
TNFSF10,Tnfsf10,ENSG00000121858,ENSMUSG00000039304,pro-death,apoptosis,FALSE,FALSE,"GO_Anti_Human,GO_Pro_Human,Hallmark,KEGG,Reactome",TRUE,TRUE,TRUE,TRUE,HIGH_CONFIDENCE,2,Ambiguous,NA,NA
TNFSF12,Tnfsf12,ENSG00000239697,ENSMUSG00000097328,pro-death,apoptosis,FALSE,FALSE,GO_Pro_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
TNFSF15,Tnfsf15,ENSG00000181634,ENSMUSG00000050395,pro-death,apoptosis,FALSE,FALSE,GO_Pro_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
TOP2A,Top2a,ENSG00000131747,ENSMUSG00000020914,pro-death,apoptosis,FALSE,FALSE,"GO_Pro_Human,Hallmark",TRUE,FALSE,FALSE,TRUE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
TP53BP2,Trp53bp2,ENSG00000143514,ENSMUSG00000026510,pro-death,apoptosis,FALSE,FALSE,"GO_Pro_Human,Reactome",TRUE,FALSE,TRUE,FALSE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
TP63,Trp63,ENSG00000073282,ENSMUSG00000022510,pro-death,apoptosis,FALSE,FALSE,"GO_Pro_Human,Reactome",TRUE,FALSE,TRUE,FALSE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
TP73,Trp73,ENSG00000078900,ENSMUSG00000029026,pro-death,apoptosis,FALSE,FALSE,"GO_Pro_Human,Reactome",TRUE,FALSE,TRUE,FALSE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
TPD52L1,Tpd52l1,ENSG00000111907,ENSMUSG00000000296,pro-death,apoptosis,FALSE,FALSE,GO_Pro_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
TRAF7,Traf7,ENSG00000131653,ENSMUSG00000052752,pro-death,apoptosis,FALSE,FALSE,GO_Pro_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
TREM2,Trem2,ENSG00000095970,ENSMUSG00000023992,pro-death,apoptosis,FALSE,FALSE,"GO_Anti_Human,GO_Pro_Human",TRUE,FALSE,FALSE,FALSE,LIKELY,1,Ambiguous,NA,NA
TRIM35,Trim35,ENSG00000104228,ENSMUSG00000022043,pro-death,apoptosis,FALSE,FALSE,GO_Pro_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
TRIM39,Trim39,ENSG00000206495,ENSMUSG00000045409,pro-death,apoptosis,FALSE,FALSE,GO_Pro_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
TRIO,Trio,ENSG00000038382,ENSMUSG00000022263,pro-death,apoptosis,FALSE,FALSE,GO_Pro_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
TSPO,Tspo,ENSG00000100300,ENSMUSG00000041736,pro-death,apoptosis,FALSE,TRUE,Hallmark,FALSE,FALSE,FALSE,TRUE,LIKELY,1,Unspecified,NA,NA
TXNIP,Txnip,ENSG00000265972,ENSMUSG00000038393,pro-death,apoptosis,FALSE,FALSE,Hallmark,FALSE,FALSE,FALSE,TRUE,LIKELY,1,Unspecified,NA,NA
TYROBP,Tyrobp,ENSG00000011600,ENSMUSG00000030579,pro-death,apoptosis,FALSE,FALSE,GO_Pro_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
UACA,Uaca,ENSG00000137831,ENSMUSG00000034485,pro-death,apoptosis,FALSE,FALSE,"GO_Pro_Human,Reactome",TRUE,FALSE,TRUE,FALSE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
UBD,Ubd,ENSG00000206513,ENSMUSG00000035186,pro-death,apoptosis,FALSE,FALSE,GO_Pro_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
UNC13B,Unc13b,ENSG00000198722,ENSMUSG00000028456,pro-death,apoptosis,FALSE,FALSE,GO_Pro_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
UNC5A,Unc5a,ENSG00000113763,ENSMUSG00000025876,pro-death,apoptosis,FALSE,FALSE,Reactome,FALSE,FALSE,TRUE,FALSE,HIGH_CONFIDENCE,2,Unspecified,NA,NA
USP17L24,NA,ENSG00000232264,NA,pro-death,apoptosis,FALSE,FALSE,GO_Pro_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
USP2,Usp2,ENSG00000036672,ENSMUSG00000032010,pro-death,apoptosis,FALSE,FALSE,Reactome,FALSE,FALSE,TRUE,FALSE,LIKELY,1,Unspecified,NA,NA
USP25,Usp25,ENSG00000155313,ENSMUSG00000022867,pro-death,apoptosis,FALSE,FALSE,Reactome,FALSE,FALSE,TRUE,FALSE,LIKELY,1,Unspecified,NA,NA
USP27X,Usp27x,ENSG00000273820,ENSMUSG00000046269,pro-death,apoptosis,FALSE,FALSE,GO_Pro_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
USP4,Usp4,ENSG00000114316,ENSMUSG00000032612,pro-death,apoptosis,FALSE,FALSE,Reactome,FALSE,FALSE,TRUE,FALSE,LIKELY,1,Unspecified,NA,NA
UTP11,Utp11,ENSG00000183520,ENSMUSG00000028907,pro-death,apoptosis,FALSE,FALSE,GO_Pro_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
VAV1,Vav1,ENSG00000141968,ENSMUSG00000034116,pro-death,apoptosis,FALSE,FALSE,GO_Pro_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
VAV2,Vav2,ENSG00000160293,ENSMUSG00000009621,pro-death,apoptosis,FALSE,FALSE,GO_Pro_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
VAV3,Vav3,ENSG00000134215,ENSMUSG00000033721,pro-death,apoptosis,FALSE,FALSE,GO_Pro_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
VCP,Vcp,ENSG00000165280,ENSMUSG00000028452,pro-death,apoptosis,FALSE,FALSE,GO_Pro_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
VDAC2,Vdac2,ENSG00000165637,ENSMUSG00000021771,pro-death,apoptosis,FALSE,TRUE,"GO_Pro_Human,Hallmark",TRUE,FALSE,FALSE,TRUE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
WNT10B,Wnt10b,ENSG00000169884,ENSMUSG00000022996,pro-death,apoptosis,FALSE,FALSE,GO_Pro_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
WWOX,Wwox,ENSG00000186153,ENSMUSG00000004637,pro-death,apoptosis,FALSE,FALSE,GO_Pro_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
XDH,Xdh,ENSG00000158125,ENSMUSG00000024066,pro-death,apoptosis,FALSE,FALSE,GO_Pro_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
YWHAB,Ywhab,ENSG00000166913,ENSMUSG00000018326,pro-death,apoptosis,FALSE,FALSE,"GO_Pro_Human,Reactome",TRUE,FALSE,TRUE,FALSE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
YWHAG,Ywhag,ENSG00000170027,ENSMUSG00000051391,pro-death,apoptosis,FALSE,FALSE,"GO_Pro_Human,Reactome",TRUE,FALSE,TRUE,FALSE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
YWHAH,Ywhah,ENSG00000128245,ENSMUSG00000018965,pro-death,apoptosis,FALSE,FALSE,"GO_Pro_Human,Reactome",TRUE,FALSE,TRUE,FALSE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
YWHAQ,"Ywhaq,Ywhaq-ps3",ENSG00000134308,NA,pro-death,apoptosis,FALSE,FALSE,"GO_Pro_Human,Reactome",TRUE,FALSE,TRUE,FALSE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
ZC3H8,Zc3h8,ENSG00000144161,ENSMUSG00000027387,pro-death,apoptosis,FALSE,FALSE,GO_Pro_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
ZNF205,Zfp13,ENSG00000122386,ENSMUSG00000062012,pro-death,apoptosis,FALSE,FALSE,GO_Pro_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
ZNF268,NA,ENSG00000090612,NA,pro-death,apoptosis,FALSE,FALSE,"GO_Anti_Human,GO_Pro_Human",TRUE,FALSE,FALSE,FALSE,LIKELY,1,Ambiguous,NA,NA
ZNF622,Zfp622,ENSG00000173545,ENSMUSG00000052253,pro-death,apoptosis,FALSE,FALSE,GO_Pro_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,2,Pro-apoptotic,NA,NA
AATF,Aatf,ENSG00000275700,ENSMUSG00000018697,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
ACAA2,Acaa2,ENSG00000167315,ENSMUSG00000036880,pro-survival,apoptosis,FALSE,TRUE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
ACKR3,Ackr3,ENSG00000144476,ENSMUSG00000044337,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
ACVR1,Acvr1,ENSG00000115170,ENSMUSG00000026836,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
ADAM10,Adam10,ENSG00000137845,ENSMUSG00000054693,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
AGAP2,Agap2,ENSG00000135439,ENSMUSG00000025422,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
AHI1,Ahi1,ENSG00000135541,ENSMUSG00000019986,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
AKT1,Akt1,ENSG00000142208,ENSMUSG00000001729,pro-survival,apoptosis,FALSE,FALSE,"GO_Anti_Human,KEGG,Reactome",TRUE,TRUE,TRUE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
AKT2,Akt2,ENSG00000105221,ENSMUSG00000004056,pro-survival,apoptosis,FALSE,FALSE,"GO_Anti_Human,KEGG,Reactome",TRUE,TRUE,TRUE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
ALB,Alb,ENSG00000163631,ENSMUSG00000029368,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
ALOX12,Alox12,ENSG00000108839,ENSMUSG00000000320,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
ANGPT1,Angpt1,ENSG00000154188,ENSMUSG00000022309,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
ANGPT4,Angpt4,ENSG00000101280,ENSMUSG00000027460,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
ANGPTL4,Angptl4,ENSG00000167772,ENSMUSG00000002289,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
ANKLE2,Ankle2,ENSG00000176915,ENSMUSG00000029501,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
ANXA4,Anxa4,ENSG00000196975,ENSMUSG00000029994,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
ANXA5,Anxa5,ENSG00000164111,ENSMUSG00000027712,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
API5,Api5,ENSG00000166181,ENSMUSG00000027193,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
APIP,Apip,ENSG00000149089,ENSMUSG00000010911,pro-survival,apoptosis,FALSE,FALSE,"GO_Anti_Human,Reactome",TRUE,FALSE,TRUE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
APOE,Apoe,ENSG00000130203,ENSMUSG00000002985,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
APOH,Apoh,ENSG00000091583,ENSMUSG00000000049,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
AQP1,Aqp1,ENSG00000240583,ENSMUSG00000004655,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
AR,Ar,ENSG00000169083,ENSMUSG00000046532,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
ARAF,Araf,ENSG00000078061,ENSMUSG00000001127,pro-survival,apoptosis,FALSE,FALSE,GO_Anti_Human,TRUE,FALSE,FALSE,FALSE,ORIGINAL_ANNOTATION,-2,Anti-apoptotic,NA,NA
