OXPHOS > Complex I > CI subunits,"mt-Nd1, mt-Nd2, mt-Nd3, mt-Nd4, mt-Nd4l, mt-Nd5, mt-Nd6, Ndufa1, Ndufa10, Ndufa11, Ndufa12, Ndufa13, Ndufa2, Ndufa3, Ndufa5, Ndufa6, Ndufa7, Ndufa8, Ndufa9, Ndufab1, Ndufb10, Ndufb11, Ndufb2, Ndufb3, Ndufb4, Ndufb5, Ndufb6, Ndufb7, Ndufb8, Ndufb9, Ndufc1, Ndufc2, Ndufs1, Ndufs2, Ndufs3, Ndufs4, Ndufs5, Ndufs6, Ndufs7, Ndufs8, Ndufv1, Ndufv2, Ndufv3"
OXPHOS > Complex II > CII subunits,"Sdha, Sdhb, Sdhc, Sdhd"
OXPHOS > Complex III > CIII subunits,"Cyc1, mt-Cytb, Uqcr10, Uqcr11, Uqcrb, Uqcrc1, Uqcrc2, Uqcrfs1, Uqcrh, Uqcrq"
OXPHOS > Complex IV > CIV subunits,"Cox4i1, Cox4i2, Cox5a, Cox5b, Cox6a1, Cox6a2, Cox6b1, Cox6b2, Cox6c, Cox7a1, Cox7a2, Cox7a2l, Cox7b, Cox7c, Cox8a, Cox8b, Cox8c, mt-Co1, mt-Co2, mt-Co3, Ndufa4"
OXPHOS > Complex V > CV subunits,"Atp5a1, Atp5b, Atp5c1, Atp5d, Atp5e, Atp5g1, Atp5g2, Atp5g3, Atp5h, Atp5j, Atp5j2, Atp5k, Atp5l, Atp5md, Atp5mpl, Atp5o, Atp5pb, Atpif1, Dmac2l, mt-Atp6, mt-Atp8"
OXPHOS > Cytochrome C,"Cycs, Cyct, Hccs"
